,_q,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,Flag1,RAJ2000,DEJ2000,Dist,z,Bmag,BMAG,Jmag,Hmag,Kmag,Flag2,Flag3
26,892,,---,2809043,18164660+1201482,---,G,274.194183,12.030081,406.287947316,0.088762,17.487,-20.5572,14.595,13.782,13.486,1,0
27,892,,---,2809053,---,---,G,274.214,12.01905,,,,,,,,0,0
28,892,,---,2809058,---,---,G,274.219,12.0053,,,,,,,,0,0
29,892,,---,2809059,---,---,G,274.219,12.013,,,,,,,,0,0
30,897,,---,1453338,18212739+1415046,---,G,275.364136,14.251285,237.250786826,0.053156,16.643,-20.233,14.224,13.457,13.053,1,1
31,902,,---,2810810,---,---,G,278.017,8.61238,,,,,,,,0,0
32,926,,---,---,19015332+2119332,---,G,285.472168,21.325891,500.979521337,0.107997,17.928,-20.5711,15.061,14.037,13.316,1,0
33,954,,---,---,18325471+1730177,---,G,278.227966,17.504944,462.981408182,0.100334,18.616,-19.7118,15.088,14.443,13.67,1,0
34,977,,---,---,18322146+1928452,---,G,278.089447,19.479248,306.665564859,0.067998,16.929,-20.5043,14.383,13.653,13.304,1,0
35,999,,---,2811403,---,---,G,278.876,21.95168,,,,,,,,0,0
0,23,,---,2811585,---,---,G,279.238,21.40232,,,,,,,,0,0
1,264,,---,---,18211978+1357295,---,G,275.332428,13.958221,177.191349387,0.040126,15.82,-20.4222,13.101,12.34,11.977,1,1
2,406,,---,2815141,19174018+2919268,---,G,289.417419,29.324112,167.534419434,0.037936,16.487,-19.6335,14.115,13.497,12.961,1,1
3,407,,---,---,19171072+2836364,---,G,289.294708,28.610128,310.287435784,0.068763,18.839,-18.6198,14.805,14.163,13.599,1,0
4,470,,---,200805,---,---,G,267.253,-10.14331,,,,,,,,0,0
5,536,,---,---,17345282-1246067,---,G,263.720093,-12.768533,,,,,14.998,,14.1,0,0
6,612,,---,---,17270983-1514184,---,G,261.790985,-15.238452,400.10217996,0.087489,16.911,-21.0999,13.796,13.06,12.56,1,0
7,612,,---,6dFJ1727098-151418,---,---,G,261.791,-15.23839,392.645,0.0859515729758,18.72,-19.25,,,,2,0
8,689,,---,---,18280136+1211577,---,G,277.005707,12.199376,,,,,,,13.649,0,0
9,701,,---,---,18191299+1354033,---,G,274.804138,13.900938,,,,,14.974,,14.189,0,0
10,715,,---,---,18453029+0815474,---,G,281.376221,8.263173,,,,,,13.199,12.548,0,0
11,718,,---,2810308,---,---,G,277.175,11.8906,,,,,,,,0,0
12,721,,---,2811493,---,---,G,279.115,11.0757,,,,,,,,0,0
13,732,,---,---,18373618+1127088,---,G,279.400757,11.452446,745.805764563,0.155759,18.625,-20.7381,14.415,13.853,13.282,1,0
14,771,,---,2810484,---,---,G,277.483,14.66409,,,,,,,,0,0
15,998,,---,---,17522976-0313015,---,G,268.124023,-3.217095,405.70927272,0.088643,16.906,-21.1351,14.795,13.729,13.333,1,0
0,37,,---,2810484,---,---,G,277.483,14.66409,,,,,,,,0,0
1,54,,---,2811509,---,---,G,279.113,18.77858,,,,,,,,0,0
2,61,,---,---,18431399+1922013,---,G,280.808319,19.367039,,,,,15.057,,14.327,0,0
3,64,,---,2811567,18365254+2101204,---,G,279.218933,21.022348,158.409350608,0.036019,17.048,-18.9509,14.428,13.699,13.416,1,1
4,74,,---,2813595,---,---,G,283.201,18.61167,,,,,,,,0,0
5,94,,---,---,18482954+1849011,---,G,282.123108,18.816996,318.544062581,0.070504,17.31,-20.2058,14.941,14.143,13.837,1,0
6,94,,---,2813044,---,---,G,282.123,18.81672,,,,,,,,0,0
7,181,,---,2809063,---,---,G,274.231,10.50552,,,,,,,,0,0
8,389,,---,201173,---,---,G,268.487,-11.30574,,,,,,,,0,0
9,440,,---,202021,---,---,G,272.601,0.69779,,,,,,,,0,0
10,440,,---,202024,---,---,G,272.604,0.67441,,,,,,,,0,0
11,453,,---,2810546,---,---,G,277.602,9.13929,,,,,,,,0,0
12,470,,---,1653393,18495538+2136011,---,G,282.480774,21.600323,368.666072844,0.080987,16.458,-21.3752,13.454,12.633,12.25,1,0
13,479,,---,2812100,---,---,G,280.251,20.3077,,,,,,,,0,0
14,514,,---,---,18403468+1316392,---,G,280.144501,13.277558,,,,,15.317,,13.927,0,0
15,515,,---,---,18451743+1121504,---,G,281.322632,11.364006,253.141537896,0.056579,16.354,-20.6628,13.055,12.295,12.024,1,1
16,535,,---,---,19004762+2228444,---,G,285.198456,22.479002,835.010625335,0.17254,18.808,-20.8005,15.113,14.246,13.718,1,0
17,553,,---,---,17374376-1111075,---,G,264.432373,-11.185434,637.631936656,0.134982,17.518,-21.5049,14.924,14.197,13.326,1,0
18,593,,---,---,17450199-0843227,---,G,266.258331,-8.722997,,,,,14.654,,13.484,0,0
19,662,,---,---,19184745+2312242,---,G,289.697723,23.206736,,,,,14.58,,13.449,0,0
20,698,,---,2810726,---,---,G,277.822,19.80689,,,,,,,,0,0
21,714,,---,---,18301491+1347283,---,G,277.562164,13.791209,673.735794641,0.141971,17.698,-21.4444,14.52,13.743,13.19,1,0
22,737,,---,---,18193271+1440240,---,G,274.886322,14.673339,791.744490516,0.164439,18.791,-20.7019,15.2,14.592,13.852,1,0
23,748,,---,---,18370590+0806507,---,G,279.274597,8.114102,,,,,,,13.71,0,0
24,757,,---,2811478,---,---,G,279.082,12.39925,,,,,,,,0,0
25,794,,---,2809284,---,---,G,274.809,14.96477,,,,,,,,0,0
26,809,,---,2811403,---,---,G,278.876,21.95168,,,,,,,,0,0
27,831,,---,2810697,18310212+2238145,---,G,277.75885,22.637379,216.598754813,0.048612,17.466,-19.2123,14.848,14.204,13.656,1,1
0,6,2802671,NGC6342,---,---,---,C,260.292,-19.58722,1.700789727,2.10000105e-06,11.25,-14.9033,,,,2,1
1,967,,---,---,18302699+0358029,---,G,277.612488,3.967485,,,,,,,13.325,0,0
0,169,2802693,NGC6760,---,---,---,C,287.799,1.03055,0.00719503222883,1.68000084e-06,11.37,,,,,2,0
1,381,,---,---,18311715+0520096,---,G,277.821472,5.336021,,,,,14.48,,13.549,0,0
2,814,,---,---,19265255+0344396,---,G,291.718994,3.744361,,,,,,13.308,13.15,0,0
3,903,,---,202456,---,---,G,276.322,-4.38789,,,,,,,,0,0
4,905,,---,---,18282890-0050345,---,G,277.120422,-0.842932,,,,,,13.551,12.78,0,0
5,998,4586729,HIZOAJ1933+10,HIZOAJ1933+10,---,---,G,293.465,10.70715,79.4540712939,0.0171998485999,,,,,,2,1
0,200,,---,---,02255000-0918157,---,G,36.45837,-9.304363,,,,,15.571,,14.219,0,0
1,236,,---,2815394,---,---,G,292.335,22.07767,,,,,,,,0,0
2,291,,---,3112750,---,---,G,55.2649,-0.0312,575.44,0.122808271404,18.09,-20.71,,,,2,0
3,291,,---,SDSSJ034103.85-000143.5,---,---,G,55.266,-0.02876,162.261817198,0.0361473180737,,,,,,2,1
4,365,,---,799531,---,---,G,52.3017,-23.56239,,,17.48,,,,,0,0
5,390,,---,---,19591875+1635034,---,G,299.828156,16.584299,598.069376342,0.127258,17.717,-21.1668,14.991,14.131,13.668,1,0
6,536,,---,---,23591513+7015455,---,G,359.813049,70.26265,303.539087722,0.067337,17.899,-19.5121,14.944,14.052,13.596,1,0
7,618,,---,133984,03284762-2323255,---,G,52.198452,-23.390444,230.298389249,0.051589,15.623,-21.1885,12.961,12.322,11.941,1,1
8,626,,---,826304,---,---,G,52.1594,-21.58534,,,17.89,,,,,0,0
9,637,,---,2044153,03540988+3407084,---,G,58.541203,34.119011,318.034637902,0.0703967,15.672,-21.8404,12.954,12.076,11.638,3,0
10,637,,---,---,03541222+3406324,---,G,58.550922,34.109005,367.400102635,0.080724,17.354,-20.4717,15.049,14.184,13.842,1,0
11,713,,---,9305,02265460+2347586,---,G,36.727505,23.799635,150.569824446,0.0361,15.016,-20.8727,12.509,11.748,11.126,3,1
12,723,,---,---,03285236+4146086,---,G,52.218197,41.769062,781.524163068,0.162515,18.522,-20.9427,15.062,14.283,13.646,1,0
13,724,,---,---,03324523+4041472,---,G,53.188496,40.696472,,,,,15.348,,14.209,0,0
14,749,,---,760630,05210857-2702180,---,G,80.285721,-27.038351,501.896344937,0.108181,16.715,-21.7881,13.999,13.312,12.778,1,0
15,787,,---,965831,---,---,G,74.3601,-11.43426,,,18.16,,,,,0,0
16,853,,---,782902,---,---,G,83.064,-25.07911,,,17.15,,,,,0,0
17,887,,---,---,05430655-2708409,---,G,85.777313,-27.144707,179.035213031,0.040063,15.921,-20.3437,14.636,14.187,13.831,1,1
18,887,,---,759192,---,---,G,85.7772,-27.14501,136.90862991,0.0299315249658,16.14,-19.5422,,,,2,1
19,904,,---,4542,01155453+8509535,---,G,18.977247,85.164871,82.6858838368,0.018686,14.484,-20.1032,11.764,11.055,10.768,3,1
20,924,10754,UGC02313,UGC02313,---,---,G,42.5189,41.3895,79.2954393955,0.0170545285273,14.42,-20.0762,,,,2,1
21,939,,---,---,05121461-1547450,---,G,78.060905,-15.795847,742.53588537,0.155138,18.303,-21.0506,15.227,14.462,13.913,1,0
22,963,,---,899757,---,---,G,78.6276,-16.3125,628.058,0.13311927656,18.38,-20.61,,,,2,0
23,989,,---,3080697,04500065-1137174,---,G,72.502739,-11.621524,261.196966349,0.05826,15.781,-21.3038,13.988,13.313,12.887,1,1
0,4,16672,IC0401,IC0401,05041962-1004359,---,G,76.081787,-10.076661,47.1821752301,0.0104561152281,12.78,-20.5889,11.2,10.564,10.289,3,1
1,26,,---,---,05191510+2455502,---,G,79.81295,24.930626,,,,,14.822,,13.813,0,0
2,30,,---,---,05001731+3228526,---,G,75.072159,32.481297,262.37400508,0.058028,16.668,-20.4266,14.985,14.211,13.748,1,1
3,44,14880,NGC1550,NGC1550,04193792+0224355,---,G,64.908005,2.409883,56.5696247424,0.008993,12.881,-20.8819,9.886,9.161,8.893,3,1
4,57,,---,---,05031423+3912406,---,G,75.809303,39.2113,,,,,15.021,,13.965,0,0
5,67,,---,---,05175728+4141216,---,G,79.488708,41.689346,553.346093165,0.118441,17.625,-21.09,15.371,14.176,13.708,1,0
6,161,,---,---,05404980+1640490,---,G,85.207535,16.680296,451.937458717,0.098093,17.52,-20.7554,15.267,14.473,13.934,1,0
7,164,,---,---,04493984+4409215,---,G,72.416023,44.155998,72.5044789561,0.015124,13.967,-20.3348,11.341,10.473,10.072,1,1
8,164,,---,16103,---,---,G,72.4159,44.15614,,,15.32,,,,,0,0
9,173,,---,---,06042644+6741101,---,G,91.110191,67.686157,,,,,15.722,,14.212,0,0
10,194,,---,---,06205287+2617297,---,G,95.220306,26.291584,,,,,15.656,,14.62,0,0
11,226,,---,---,05465531+2153340,---,G,86.730499,21.892805,192.045545943,0.043043,16.032,-20.385,14.694,13.936,13.281,1,1
12,255,,---,---,05320578+2100165,---,G,83.024117,21.004608,,,,,15.204,,14.023,0,0
13,309,,---,---,05223958+1429261,---,G,80.664917,14.490586,538.236044096,0.115441,17.29,-21.3649,14.867,14.004,13.283,1,0
14,315,,---,---,05122613+0844202,---,G,78.108902,8.738972,414.359689327,0.09042,17.644,-20.4429,15.146,14.32,13.798,1,0
15,321,,---,---,05153929-0311192,---,G,78.913719,-3.188667,,,,,15.582,,14.287,0,0
16,365,,---,SDSSJ032434.86-002340.1,---,---,G,51.1452,-0.39448,2679.17,0.473251196626,,,,,,2,0
17,379,,---,---,05435252+0053358,---,G,85.968842,0.893296,309.951131077,0.068692,17.062,-20.3945,14.337,13.556,13.164,1,0
18,388,,---,---,05245806+0720204,---,G,81.241936,7.339018,348.060760316,0.076695,17.075,-20.6333,14.394,13.404,12.937,1,0
19,420,,---,[MKB2002]J050734.25-091322.8,---,---,G,76.8927,-9.22295,714.496,0.149795174898,,,,,,2,0
20,437,,---,---,02352808+2353521,---,G,38.867023,23.89782,827.383380653,0.171117,18.39,-21.1985,15.271,14.436,13.927,1,0
21,439,,---,212987,---,---,G,36.6959,27.8406,,,,,,,,0,0
22,472,,---,---,05221197-0443026,---,G,80.549881,-4.717406,232.353405737,0.05213,17.282,-19.5487,14.813,14.197,13.703,1,1
23,515,,---,---,03575239+2046066,---,G,59.468304,20.768509,344.864251568,0.076027,17.732,-19.9562,14.782,14.149,13.674,1,0
24,555,,---,13376,03373817+4724002,---,G,54.409073,47.40007,216.681694227,0.025926,15.38,-21.2991,13.019,12.075,11.755,3,1
25,558,,---,---,03283816+4914138,---,G,52.159016,49.237194,,,,,15.297,,14.483,0,0
26,595,,---,---,05182773-0051432,---,G,79.615562,-0.862006,374.954230792,0.082292,17.425,-20.4449,14.664,13.771,13.321,1,0
27,615,,---,---,00343459+5919139,---,G,8.644139,59.320538,,,,,14.444,,13.635,0,0
28,633,,---,---,02520826+5230107,---,G,43.034458,52.502998,363.734619667,0.079962,17.183,-20.6209,14.795,13.89,13.474,1,0
29,638,,---,168290,---,---,G,34.8978,56.07665,,,18.43,,,,,0,0
30,656,,---,908620,04354247-1537444,---,G,68.926964,-15.629004,295.869554894,0.065713,16.595,-20.7605,13.948,13.161,12.715,1,0
31,717,,---,---,03274684+3652347,---,G,51.945194,36.876312,364.749236035,0.080173,17.446,-20.364,14.996,14.103,13.611,1,0
32,742,,---,1610702,02324296+1956095,---,G,38.17902,19.935989,388.76294112,0.08515,16.501,-21.4474,14.368,13.506,13.091,1,0
33,759,,---,783138,---,---,G,72.3696,-25.05535,,,17.33,,,,,0,0
34,762,16384,ESO485-026,ESO485-026,04565254-2431161,---,G,74.218933,-24.521143,85.2324234972,0.020786,15.458,-19.195,14.399,13.58,13.315,1,1
35,766,,---,795207,---,---,G,72.329,-23.95122,,,18.0,,,,,0,0
36,780,,---,925731,04501693-1420518,---,G,72.570572,-14.347743,175.234845964,0.039088,15.027,-21.1911,12.139,11.446,11.132,3,1
37,801,,---,---,03372936+2621563,---,G,54.372349,26.365658,908.95507383,0.186226,18.199,-21.5937,15.151,14.053,13.573,1,0
38,803,,---,---,02262024+2832103,---,G,36.584335,28.536198,678.499488237,0.142889,18.483,-20.6747,15.307,14.445,13.86,1,0
39,823,,---,---,04201116+5150375,---,G,65.046516,51.843758,,,,,,,13.985,0,0
40,905,,---,1601905,02360356+1941185,---,G,39.014866,19.688484,463.539109064,0.100447,17.239,-21.0914,14.766,13.829,13.498,1,0
41,909,,---,---,---,025509.76+025345.6,Q,43.7906770953,2.89601294529,4037.65010603,0.662691652775,,,,,,1,0
42,915,,---,3101163,02125118-0936224,---,G,33.213253,-9.606245,326.315563399,0.072139,17.642,-19.9262,14.9,14.006,13.638,1,0
43,937,,---,ESO551-026,04403711-2158009,---,G,70.15464,-21.966944,82.4653182484,0.020172,15.428,-19.1534,14.506,13.887,13.699,1,1
44,940,,---,809087,04343171-2246218,---,G,68.632133,-22.772747,250.570847041,0.055948,16.18,-20.8147,13.54,12.875,12.461,1,1
45,964,,---,803835,04245159-2310529,---,G,66.214981,-23.181366,803.297168704,0.166609,17.945,-21.5794,15.038,14.341,13.764,1,0
0,22,,---,---,03540987+3920555,---,G,58.541149,39.348766,132.037995168,0.0284,16.431,-19.1725,14.847,14.025,13.624,1,1
1,31,,---,---,03290005+3857136,---,G,52.25021,38.953793,327.638647387,0.072417,16.867,-20.71,14.8,13.894,13.514,1,0
2,134,,---,---,05020437+2256528,---,G,75.518234,22.948021,280.031689179,0.061929,17.258,-19.978,13.977,13.288,12.938,1,1
3,152,,---,---,04100853+3655435,---,G,62.535549,36.928764,200.094580506,0.044577,16.315,-20.1912,14.089,13.26,12.963,1,1
4,157,,---,---,04124670+4248324,---,G,63.194603,42.809025,424.021507318,0.0924,16.548,-21.5889,14.044,13.15,12.61,1,0
5,162,,---,---,03594906+4017469,---,G,59.954422,40.296364,,,,,15.577,,14.447,0,0
6,216,,---,---,05103696+1758360,---,G,77.654022,17.976686,44.3037004579,0.010604,15.589,-17.6432,13.752,12.882,12.667,1,1
7,216,,---,2800937,---,---,G,77.6686,18.002,116.04934647,0.0257934728967,,,,,,2,1
8,216,,---,1546806,---,---,G,77.6539,17.97667,,,17.21,,,,,0,0
9,222,,---,---,05102746+1531275,---,G,77.614449,15.52432,685.883155748,0.14431,17.871,-21.3103,15.036,14.198,13.532,1,0
10,265,,---,---,04203434+4402018,---,G,65.143112,44.033836,29.578995976,0.007515,15.458,-16.8969,14.979,14.596,14.053,1,1
11,275,,---,---,04305457+4806471,---,G,67.727394,48.113091,,,,,15.145,,14.387,0,0
12,308,,---,---,05232389+2010321,---,G,80.849579,20.17561,317.010787968,0.070181,17.853,-19.6524,15.029,14.173,13.752,1,0
13,356,,---,---,06141845+1208368,---,G,93.576897,12.14357,185.029500381,0.041611,16.088,-20.2482,15.264,14.591,13.973,1,1
14,356,,---,---,06141995+1207527,---,G,93.58313,12.13133,,,,,14.821,,13.694,0,0
15,362,,---,---,06230827+1206029,---,G,95.784492,12.100821,530.395399095,0.11388,17.644,-20.979,14.846,13.928,13.369,1,0
16,380,,---,---,04593237+1444510,---,G,74.88488,14.747509,,,,,15.105,,14.199,0,0
17,384,,---,---,04451671+0833135,---,G,71.319633,8.553766,247.662568673,0.055612,17.343,-19.6263,14.501,13.758,13.372,1,1
18,397,,---,---,05182947-0548082,---,G,79.622833,-5.802284,439.01120152,0.095462,17.598,-20.6144,15.339,14.737,13.834,1,0
19,421,97146,PGC097146,PGC097146,06023546+2201525,---,G,90.647751,22.031271,81.0055969408,0.017777,15.642,-18.9006,12.422,11.356,10.825,1,1
20,506,,---,---,05291252+1153429,---,G,82.30217,11.895276,,,,,,14.433,12.619,0,0
21,566,,---,147819,05430844-2556149,---,G,85.785172,-25.937481,169.971978917,0.042034,15.237,-20.9149,12.424,11.71,11.354,3,1
22,566,,---,773562,---,---,G,85.7661,-25.92598,162.7329512,0.0363098581549,17.21,-18.8474,,,,2,1
23,638,,---,793400,05203829-2406588,---,G,80.159554,-24.116356,223.342147323,0.050084,16.33,-20.4149,14.482,13.882,13.388,1,1
24,647,,---,750841,---,---,G,81.5362,-27.71723,153.314786053,0.0339469369735,17.92,-18.0079,,,,2,1
25,647,,---,3316999,---,---,G,81.5576,-27.7227,916.22,0.18756012378,18.96,-20.85,,,,2,0
26,651,,---,753455,---,---,G,83.6025,-27.53831,,,18.0,,,,,0,0
27,671,,---,---,05350802-0213509,---,G,83.783432,-2.230806,629.74126437,0.133447,17.571,-21.4248,15.307,14.561,13.943,1,0
28,681,,---,SDSSJ053903.66-012818.1,---,---,G,84.7653,-1.47172,855.067,0.176271568136,,,,,,2,0
29,728,,---,---,05421242-2503593,---,G,85.55175,-25.06649,1113.44377104,0.223111,18.631,-21.6023,15.261,14.402,13.793,1,0
30,750,,---,2799160,---,---,G,82.7122,-22.45924,787.046,0.163555011778,,,,,,2,0
31,750,,---,2799161,---,---,G,82.7145,-22.4819,787.046,0.163555011778,,,,,,2,0
32,753,,---,757484,05284457-2716037,---,G,82.18573,-27.267712,406.779160723,0.088863,17.415,-20.6318,14.884,14.205,13.717,1,0
33,766,,---,817576,---,---,G,80.9866,-22.21399,,,18.05,,,,,0,0
34,785,,---,848060,---,---,G,82.1112,-19.96535,,,17.42,,,,,0,0
35,797,,---,839598,05321058-2035138,---,G,83.044121,-20.587194,364.364514325,0.080093,17.052,-20.7557,14.297,13.648,13.241,1,0
36,819,,---,851401,---,---,G,83.3532,-19.72187,,,18.31,,,,,0,0
37,823,,---,840236,05315385-2032359,---,G,82.974396,-20.543312,,,17.79,,14.755,,13.685,0,0
38,837,,---,ESO423-014,05255818-2745011,---,G,81.492432,-27.750315,228.586852982,0.05122,16.164,-20.6313,14.853,14.129,13.843,1,1
39,842,,---,767578,---,---,G,85.3242,-26.45993,171.507206946,0.0384865092433,16.68,-19.4914,,,,2,1
40,842,,---,---,05411781-2627322,---,G,85.324242,-26.458961,345.691818882,0.0762,16.517,-21.1764,14.33,13.876,13.308,1,0
41,849,784618,PGC784618,PGC784618,---,---,G,83.1937,-24.92576,25.8321819995,0.00541191270596,16.51,-15.5508,,,,2,1
42,862,,---,17698,05443455-2558257,---,G,86.143982,-25.973814,230.154956152,0.051628,16.794,-20.0161,14.086,13.397,13.102,1,1
43,862,,---,772896,---,---,G,86.1477,-25.98561,197.569642641,0.0442018721009,18.5,-17.9786,,,,2,1
44,918,,---,793400,05203829-2406588,---,G,80.159554,-24.116356,223.342147323,0.050084,16.33,-20.4149,14.482,13.882,13.388,1,1
45,942,,---,760934,05411234-2700532,---,G,85.301422,-27.014791,361.206514094,0.079436,17.136,-20.6528,14.398,13.623,13.399,1,0
46,944,,---,763120,05401039-2650566,---,G,85.043297,-26.849081,251.259897085,0.056194,16.81,-20.1906,13.966,13.246,12.789,1,1
47,950,,---,787220,---,---,G,82.3856,-24.68592,,,16.84,,,,,0,0
48,953,,---,---,05331293-2342564,---,G,83.303909,-23.715668,270.399957101,0.060301,17.444,-19.716,14.585,14.011,13.537,1,1
49,961,,---,813032,---,---,G,82.8535,-22.51555,159.119728559,0.0355049277525,17.78,-18.2286,,,,2,1
0,6,,---,ESO487-032,05405877-2619331,---,G,85.244904,-26.32588,165.769849286,0.037158,15.085,-21.0125,12.905,12.255,11.922,1,1
1,19,,---,761136,---,---,G,84.9822,-26.99892,189.568067484,0.0420854910427,16.78,-19.6088,,,,2,1
2,19,,---,761175,05400103-2659456,---,G,85.004295,-26.996014,326.191846853,0.072113,16.804,-20.7634,14.079,13.344,12.894,1,0
3,68,,---,763120,05401039-2650566,---,G,85.043297,-26.849081,251.259897085,0.056194,16.81,-20.1906,13.966,13.246,12.789,1,1
4,73,,---,801446,---,---,G,82.8948,-23.38809,,,16.81,,,,,0,0
5,87,,---,---,05430429-2701269,---,G,85.767914,-27.024153,,,,,15.61,,14.37,0,0
6,136,,---,823639,05413809-2147320,---,G,85.408745,-21.792223,750.585609108,0.156666,17.517,-21.86,14.625,13.929,13.347,1,0
7,145,,---,---,05365162-2118219,---,G,84.215096,-21.30611,,,,,,,13.867,0,0
8,166,,---,749712,05361329-2747577,---,G,84.055405,-27.799377,431.313259695,0.093891,17.091,-21.083,14.805,14.041,13.84,1,0
9,236,,---,756297,05404057-2720591,---,G,85.16906,-27.349777,358.228859358,0.078816,16.802,-20.9688,15.011,14.183,13.875,1,0
10,238,,---,828350,---,---,G,82.1394,-21.43394,120.706539645,0.0277244238622,16.54,-18.8687,,,,2,1
11,240,,---,756297,05404057-2720591,---,G,85.16906,-27.349777,358.228859358,0.078816,16.802,-20.9688,15.011,14.183,13.875,1,0
12,287,,---,750266,---,---,G,81.034,-27.7591,359.749,0.0791326595663,18.23,-19.55,,,,2,0
13,307,,---,---,05411833-2650342,---,G,85.326385,-26.842852,498.155613453,0.10743,17.688,-20.7988,14.775,14.002,13.783,1,0
14,308,,---,790413,05345404-2423358,---,G,83.725174,-24.393293,571.82880828,0.122096,17.091,-21.6953,14.433,13.633,13.252,1,0
15,368,,---,3316914,---,---,G,80.922,-27.7285,496.592,0.107115803558,19.18,-19.3,,,,2,0
16,368,,---,3316917,---,---,G,80.9364,-27.7257,,,19.09,,,,,0,0
17,379,,---,147753,05412808-2615332,---,G,85.367012,-26.259237,172.920461998,0.038759,15.685,-20.5042,13.02,12.326,12.037,1,1
18,379,,---,---,05413053-2615212,---,G,85.377235,-26.255903,280.529485912,0.062484,17.076,-20.1639,14.26,13.51,13.338,1,1
19,390,,---,817786,05272168-2211579,---,G,81.84037,-22.199432,396.321859661,0.08671,17.197,-20.7932,14.291,13.815,13.388,1,0
20,437,,---,6dFJ0622212-252125,---,---,G,95.5884,-25.35683,,,,,,,,0,0
21,512,18749,NGC2207,NGC2207,06162209-2122217,---,G,94.092056,-21.372721,41.6368934615,0.00751086375543,10.67,-22.4274,9.398,8.744,8.445,3,1
22,539,,---,3094489,06145289-2129393,---,G,93.720375,-21.494276,187.010331992,0.042144,15.805,-20.5543,13.365,12.659,12.282,1,1
23,563,,---,760042,05495852-2705010,---,G,87.493858,-27.083635,274.255958565,0.061155,16.423,-20.7678,13.679,12.918,12.357,1,1
24,595,,---,---,06152520-2614565,---,G,93.855034,-26.249048,851.871072082,0.175678,17.97,-21.6819,15.317,14.68,13.883,1,0
25,652,,---,---,06232109-2600148,---,G,95.837898,-26.004135,497.627905634,0.107324,17.636,-20.8485,14.974,14.041,13.484,1,0
26,669,802607,PGC802607,PGC802607,06253025-2316526,---,G,96.376083,-23.2813,97.7857094009,0.035347,14.624,-20.3274,12.111,11.423,11.116,3,1
27,706,19405,ESO490-029,ESO490-029,---,---,G,100.114,-27.03934,29.6655876126,0.00587475293738,15.26,-17.1013,,,,2,1
28,708,4076329,6dFJ0616296-212253,6dFJ0616296-212253,---,---,G,94.1236,-21.38149,40.0458523191,0.00864150432075,,,,,,2,1
29,720,790691,PGC790691,PGC790691,06184940-2422078,---,G,94.705856,-24.368849,218.760475789,0.049204,15.705,-20.9948,13.879,13.209,12.955,1,1
30,736,,---,778111,---,---,G,94.377,-25.51245,,,16.62,,,,,0,0
31,743,,---,---,06355194-2229217,---,G,98.966446,-22.489376,,,,,15.74,,14.015,0,0
32,758,,---,---,06152833-2125484,---,G,93.868065,-21.430136,690.347175165,0.145168,18.068,-21.1273,15.145,14.221,13.513,1,0
33,765,,---,---,06140869-2029518,---,G,93.536217,-20.497749,659.019636143,0.139129,18.059,-21.0355,15.254,14.533,13.905,1,0
34,775,,---,---,06232109-2600148,---,G,95.837898,-26.004135,497.627905634,0.107324,17.636,-20.8485,14.974,14.041,13.484,1,0
35,778,,---,---,06215308-2601101,---,G,95.471169,-26.019497,469.669131917,0.101688,17.646,-20.713,15.097,14.133,13.628,1,0
36,804,,---,---,06355194-2229217,---,G,98.966446,-22.489376,,,,,15.74,,14.015,0,0
37,835,,---,782302,06151951-2508045,---,G,93.831299,-25.134602,417.70440163,0.091106,17.277,-20.8273,14.178,13.412,12.947,1,0
38,896,,---,793899,06234640-2404241,---,G,95.943367,-24.073385,375.668047215,0.08244,16.785,-21.089,14.506,13.75,13.035,1,0
39,926,,---,778253,---,---,G,98.4671,-25.4993,,,18.46,,,,,0,0
40,927,4076329,6dFJ0616296-212253,6dFJ0616296-212253,---,---,G,94.1236,-21.38149,40.0458523191,0.00864150432075,,,,,,2,1
41,965,,---,762684,06170909-2653007,---,G,94.287895,-26.883551,323.371324922,0.07152,17.569,-19.9795,14.774,13.8,13.464,1,0
0,9,,---,---,06562261-2403193,---,G,104.094246,-24.055363,526.563356827,0.113116,17.545,-21.0623,14.922,14.19,13.431,1,0
1,27,,---,2MFGC05649,07073264-2423083,---,G,106.886032,-24.385653,372.230455659,0.081727,17.322,-20.5321,14.564,13.583,13.15,1,0
2,89,,---,---,06471508-2313108,---,G,101.812836,-23.219667,233.784340993,0.05251,16.938,-19.9061,14.198,13.431,13.173,1,1
3,124,,---,793899,06234640-2404241,---,G,95.943367,-24.073385,375.668047215,0.08244,16.785,-21.089,14.506,13.75,13.035,1,0
4,214,,---,---,07035763-2206432,---,G,105.99015,-22.11202,266.506218078,0.05965,15.93,-21.1985,14.482,13.622,13.091,1,1
5,231,,---,---,05583457-0739044,---,G,89.644051,-7.651231,422.839308342,0.092158,16.828,-21.3029,14.145,13.287,12.932,1,0
6,231,,---,148148,---,---,G,89.6441,-7.65125,323.594,0.0715667757834,18.09,-19.46,,,,2,0
7,237,,---,---,06153458-0330133,---,G,93.894119,-3.503721,,,,,15.437,,14.402,0,0
8,248,,---,---,06152029-0328123,---,G,93.834564,-3.4701,302.395145006,0.067095,16.262,-21.1409,14.571,13.786,13.262,1,0
9,275,,---,---,06131098-1233481,---,G,93.295761,-12.563384,285.280963834,0.063465,17.105,-20.1714,15.234,14.4,13.851,1,0
10,283,,---,---,06222633-1040338,---,G,95.609711,-10.676073,112.7494966,0.025227,16.379,-18.8816,15.155,14.326,14.111,1,1
