,_q,PGC,GWGC,HyperLEDA,2MASS,SDSS-DR12,Flag1,RAJ2000,DEJ2000,Dist,z,Bmag,BMAG,Jmag,Hmag,Kmag,Flag2,Flag3
0,1,,---,996765,01330943-0858480,---,G,23.289326,-8.980018,367.448230414,0.080734,17.626,-20.2,15.001,14.176,13.847,1,0
1,2,,---,SDSSJ012601.83-005934.4,---,---,G,21.5076,-0.99289,202.580211633,0.0449969324985,,,,,,2,1
2,3,,---,173192,00573618-0151498,---,G,14.400764,-1.863858,310.571662015,0.068823,16.509,-20.9518,13.842,13.157,12.819,1,0
3,6,,---,1554492,00490712+1815297,---,G,12.279694,18.258274,218.207233915,0.048558,16.078,-20.6163,13.838,13.131,12.892,1,1
4,14,,---,750535,02484304-2744235,---,G,42.179356,-27.739887,605.341,0.128682814341,18.2,-20.71,14.982,14.537,13.94,2,0
5,14,,---,750714,02484183-2743375,---,G,42.174332,-27.72711,602.56,0.128138284069,17.89,-21.01,15.427,14.608,14.127,2,0
6,18,,---,3212365,---,---,G,42.1644,-27.7665,276.633573282,0.0613658106829,19.17,-18.0395,,,,2,1
7,18,,---,750354,02484093-2745085,---,G,42.170567,-27.752386,559.061791489,0.119573,17.004,-21.7333,14.101,13.374,12.833,1,0
8,18,,---,750436,02484070-2744475,---,G,42.169624,-27.746553,594.292,0.126516873258,18.62,-20.25,15.462,14.555,14.254,2,0
9,18,,---,3212364,---,---,G,42.1754,-27.7582,597.035,0.127055103528,18.75,-20.13,,,,2,0
10,19,,---,3242907,---,---,G,44.2916,-26.5109,446.684,0.0970246685123,18.61,-19.64,,,,2,0
11,25,,---,3212346,02491654-2742327,---,G,42.318932,-27.709091,1056.82,0.213031246516,19.15,-20.97,15.549,14.493,14.062,2,0
12,26,,---,3212346,02491654-2742327,---,G,42.318932,-27.709091,1056.82,0.213031246516,19.15,-20.97,15.549,14.493,14.062,2,0
13,28,,---,750420,---,---,G,41.9008,-27.74719,613.762,0.130330055165,18.32,-20.62,,,,2,0
14,31,,---,750546,02481681-2744228,---,G,42.07008,-27.739687,605.341,0.128682814341,17.71,-21.2,15.476,14.703,14.075,2,0
15,31,,---,750870,02481726-2742558,---,G,42.071957,-27.715519,536.436560079,0.115083,17.442,-21.2056,14.575,13.835,13.432,1,0
16,35,,---,SDSSJ023121.43-081905.6,---,---,G,37.8393,-8.31823,2355.05,0.425002202501,,,,,,2,0
17,38,,---,SDSSJ030945.11-005123.1,---,---,G,47.438,-0.85643,1879.32,0.351301405651,,,,,,2,0
18,46,,---,SDSSJ021114.57+012908.9,---,---,G,32.8107,1.48581,1336.6,0.261933340967,,,,,,2,0
19,52,,---,1554248,01373809+1814574,---,G,24.40871,18.249285,365.778564931,0.080387,17.343,-20.4731,14.866,14.212,13.726,1,0
20,57,,---,---,02031092+3446029,---,G,30.795507,34.767475,568.682824846,0.121475,17.915,-20.8594,14.98,14.202,13.82,1,0
21,60,,---,1985763,01584791+3212221,---,G,29.699657,32.206139,562.706308493,0.120294,17.507,-21.2444,14.543,13.825,13.229,1,0
22,60,,---,---,01584619+3212054,---,G,29.692472,32.201527,427.628976365,0.093138,17.492,-20.6633,15.051,14.468,13.913,1,0
23,60,,---,SDSSJ015844.34+321232.7,---,---,G,29.6847,32.20909,2301.44,0.416878558439,,,,,,2,0
24,61,,---,1874779,01505579+2941352,---,G,27.73247,29.693113,295.723317779,0.065682,16.076,-21.2784,13.298,12.634,12.225,1,0
25,82,,---,2385515,01165317+5056461,---,G,19.221546,50.946159,194.099378337,0.043204,16.035,-20.4051,13.795,13.135,12.957,1,1
26,98,,---,2176731,00084369+4109563,---,G,2.182049,41.165665,697.796832424,0.146598,17.88,-21.3386,14.811,14.095,13.549,1,0
27,103,,---,---,00093966+5301008,---,G,2.415262,53.016911,178.415918969,0.039785,15.374,-20.8832,12.866,12.005,11.635,1,1
28,103,,---,2429682,---,---,G,2.41545,53.0167,,,16.18,,,,,0,0
29,109,,---,SDSSJ012258.97+325035.3,---,---,G,20.7457,32.84316,2398.83,0.431604815802,,,,,,2,0
30,115,,---,---,---,013146.42+294159.9,Q,22.9434452914,29.6999878026,28390.8450746,3.20484972,,,,,,1,0
31,117,,---,212833,---,---,G,26.8995,36.0319,,,,,,,,0,0
32,121,,---,SDSSJ012615.72+273617.7,---,---,G,21.5655,27.60493,1761.98,0.332509546255,,,,,,2,0
33,123,,---,4012,01074877+1628049,---,G,16.953228,16.468039,201.722406215,0.044932,15.038,-21.4858,13.426,12.639,12.193,1,1
34,126,,---,SDSSJ005918.08+204402.0,---,---,G,14.8254,20.73389,2157.74,0.394886507443,,,,,,2,0
35,147,,---,---,01322574+7056026,---,G,23.107267,70.934067,239.778756411,0.053201,15.786,-21.1131,14.027,13.274,12.96,1,1
36,166,,---,---,02482616+4803023,---,G,42.109013,48.050652,,,,,15.1,,14.182,0,0
37,168,,---,2259793,02290296+4508559,---,G,37.262356,45.148876,724.756900156,0.151754,17.641,-21.66,14.871,14.073,13.436,1,0
38,173,,---,10594,02480315+4732377,---,G,42.013161,47.543831,116.201048797,0.027481,15.368,-19.9581,12.561,11.802,11.512,3,1
39,181,,---,---,00444020+4950271,---,G,11.167506,49.840874,,,,,15.594,,14.176,0,0
40,263,,---,---,02210824+3105461,---,G,35.284374,31.096157,537.366363795,0.115268,17.56,-21.0914,14.557,13.805,13.245,1,0
41,291,,---,SDSSJ012553.78+014347.9,---,---,G,21.4742,1.72998,1513.56,0.291794515897,,,,,,2,0
42,308,,---,---,01584713+2938291,---,G,29.696405,29.64142,,,,,,14.754,14.354,0,0
43,346,,---,94500,02571212+1258584,---,G,44.300537,12.982901,280.308755817,0.062045,17.05,-20.1882,14.282,13.668,13.135,1,1
44,347,,---,94569,02571353+1326194,---,G,44.306389,13.438735,202.048070146,0.045081,16.764,-19.7633,14.258,13.559,13.295,1,1
45,349,,---,1120271,02210361-0122134,---,G,35.265079,-1.370394,410.272989712,0.089581,17.821,-20.2444,15.154,14.227,13.612,1,0
46,350,,---,SDSSJ021346.25+004225.9,---,---,G,33.4427,0.70724,959.401,0.195452557726,19.14,-20.77,,,,2,0
47,351,,---,SDSSJ024018.95-012623.8,---,---,G,40.0789,-1.43995,2051.16,0.37836033918,,,,,,2,0
48,352,,---,---,05362480-1323318,---,G,84.10334,-13.392183,646.500566901,0.136704,17.657,-21.3958,14.975,14.236,13.702,1,0
49,355,,---,840621,05570779-2031029,---,G,89.282471,-20.517494,238.354507468,0.05347,16.643,-20.2431,13.969,13.236,12.854,1,1
50,366,,---,148103,05550436-1846194,---,G,88.768196,-18.772072,233.575913831,0.052456,16.058,-20.7841,14.626,14.117,13.582,1,1
51,368,,---,---,05440421+4637365,---,G,86.017578,46.626827,,,,,15.114,,14.038,0,0
52,373,,---,---,05380977+7059189,---,G,84.540726,70.988609,734.998984913,0.153705,17.686,-21.6454,14.796,13.973,13.305,1,0
53,395,,---,887100,02580231-1712127,---,G,44.509651,-17.203529,713.841177517,0.14967,17.323,-21.945,14.104,13.32,12.868,1,0
54,398,,---,1390985,00525337+1115280,---,G,13.222399,11.257791,286.240514112,0.063292,16.251,-21.0327,13.848,13.138,12.743,1,1
55,398,,---,1391100,00525405+1115520,---,G,13.225231,11.264458,250.496363623,0.055606,16.733,-20.261,13.761,13.179,12.868,1,1
56,400,,---,---,01180696+2826021,---,G,19.529003,28.433937,300.217016941,0.066634,16.476,-20.9112,13.542,12.8,12.397,1,0
57,430,7720,PGC007720,PGC007720,02015460+4619507,---,G,30.47752,46.330776,99.3248256682,0.025468,14.637,-20.3483,11.782,11.093,10.765,3,1
58,447,,---,---,06233660+2112538,---,G,95.902504,21.214968,380.46576156,0.083434,17.126,-20.7756,14.671,13.773,13.319,1,0
59,467,,---,---,02365029+7107285,---,G,39.209572,71.124588,407.747183538,0.089062,17.392,-20.66,15.259,14.421,13.747,1,0
60,495,,---,903458,---,---,G,60.7358,-16.0227,,,17.7,,,,,0,0
61,513,,---,---,05575766-2057087,---,G,89.49025,-20.95244,242.169339813,0.054286,16.658,-20.2626,14.08,13.363,13.069,1,1
62,516,,---,832424,06123277-2107093,---,G,93.136581,-21.119276,348.319284095,0.076749,16.476,-21.2339,14.629,14.001,13.478,1,0
63,564,,---,SDSSJ025606.07+001506.6,---,---,G,44.0253,0.25184,485.289,0.104841502421,,,,,,2,0
64,566,,---,782056,---,---,G,55.1117,-25.15672,,,17.77,,,,,0,0
65,569,,---,---,04433485-0518480,---,G,70.895226,-5.31334,503.296894007,0.108462,17.85,-20.6591,14.761,14.141,13.388,1,0
66,569,,---,---,04433277-0518420,---,G,70.886581,-5.311673,576.448139822,0.123007,18.203,-20.6008,15.245,14.493,13.859,1,0
67,572,,---,---,03311946+0957218,---,G,52.831108,9.956074,103.507115929,0.023114,15.891,-19.1839,14.116,13.436,13.024,1,1
68,600,,---,2796287,---,---,G,4.5429,57.2565,,,,,,,,0,0
69,614,,---,---,05143901+4429265,---,G,78.662567,44.490715,379.905547234,0.083318,17.219,-20.6794,14.139,13.291,12.786,1,0
70,616,,---,---,05441961+4930473,---,G,86.081711,49.513149,,,,,15.725,,14.461,0,0
71,617,,---,---,05193616+5604435,---,G,79.900703,56.078754,497.617949544,0.107322,17.65,-20.8345,15.332,14.592,13.786,1,0
72,657,,---,778242,03324212-2529592,---,G,53.175514,-25.499779,655.061391054,0.138363,17.773,-21.3084,14.554,13.98,13.295,1,0
73,703,,---,---,01165720+5753161,---,G,19.238337,57.887829,,,,,,14.355,13.947,0,0
74,703,,---,2796578,---,---,G,19.2456,57.8829,,,,,,,,0,0
75,777,,---,---,02285671+4951166,---,G,37.236328,49.854633,309.311767177,0.068557,17.232,-20.22,15.094,14.323,13.94,1,0
76,777,,---,2355490,---,---,G,37.2363,49.85461,,,18.79,,,,,0,0
77,807,,---,---,06010723-1932153,---,G,90.280136,-19.5376,,,,,15.581,,14.11,0,0
78,837,,---,---,02003562+6000358,---,G,30.148457,60.009972,,,,,,,14.217,0,0
79,859,,---,---,01391300+5328027,---,G,24.80419,53.467426,,,,,13.958,,12.906,0,0
80,873,,---,---,06142393-2521485,---,G,93.599747,-25.363489,838.723908664,0.173232,18.116,-21.5021,15.101,14.382,13.693,1,0
81,929,,---,---,05540974+5610276,---,G,88.540604,56.174347,998.600919978,0.202563,18.789,-21.208,15.247,14.68,13.762,1,0
82,944,,---,SDSSJ075009.25+234936.0,07500923+2349360,---,G,117.538475,23.82667,1253.14,0.247574793787,17.931,-22.559,15.982,15.097,14.325,2,0
83,954,,---,147364,05221550-1333418,---,G,80.564613,-13.561631,247.518383804,0.043582,15.275,-21.693,12.973,12.225,11.794,3,1
84,990,,---,---,04303130+5105280,---,G,67.630455,51.091137,,,,,14.959,,13.791,0,0
0,10,,---,SDSSJ072618.44+411515.1,---,---,G,111.577,41.25419,2666.86,0.471444355722,,,,,,2,0
1,12,,---,SDSSJ073356.97+294117.8,---,---,G,113.487,29.68831,1028.02,0.207866293933,19.52,-20.54,,,,2,0
2,15,,---,SDSSJ075103.76+295342.1,---,---,G,117.766,29.89505,1674.94,0.318393549197,20.76,-20.36,,,,2,0
3,16,,---,SDSSJ075437.21+353257.4,---,---,G,118.655,35.54937,203.608043871,0.0456023628012,18.54,-18.004,,,,2,1
4,27,,---,---,07510293+3204487,---,G,117.76223,32.080196,203.190447509,0.0455,15.53,-21.0095,13.737,12.985,12.716,1,1
5,27,,---,1979195,---,---,G,117.762,32.08019,256.035917474,0.0569297684649,16.83,-20.2115,,,,2,1
6,28,,---,2037540,07243803+3343000,---,G,111.158493,33.71669,342.263193967,0.075483,17.25,-20.4218,14.572,13.647,13.225,1,0
7,43,,---,SDSSJ074603.36+262726.9,---,---,G,116.514,26.45749,2443.43,0.438302559151,,,,,,2,0
8,83,,---,---,04205641+5549081,---,G,65.235077,55.818932,,,,,15.68,,14.571,0,0
9,100,,---,2461228,07170804+5408586,---,G,109.283531,54.14962,305.539522433,0.06776,15.702,-21.7233,12.874,12.232,11.785,1,0
10,130,,---,---,07055214+3552530,---,G,106.467262,35.881409,,,,,15.174,,14.419,0,0
11,160,,---,---,06072049-1830328,---,G,91.835381,-18.50913,462.320165937,0.1002,17.776,-20.5487,15.132,14.304,13.892,1,0
12,177,,---,839753,05433494-2034341,---,G,85.895599,-20.576143,238.618898406,0.053501,16.203,-20.6855,14.892,14.256,13.57,1,1
13,208,,---,2790555,---,---,G,96.5341,86.68861,,,17.33,,,,,0,0
14,208,,---,---,06260820+8641190,---,G,96.534195,86.688622,293.653071808,0.065243,16.059,-21.2802,14.356,13.573,13.107,1,0
15,213,,---,---,05360713+8223137,---,G,84.029747,82.387146,252.875994986,0.056099,16.266,-20.7485,13.672,12.902,12.356,1,1
16,230,,---,22794,08071990+2433586,---,G,121.832924,24.566282,198.215581186,0.044827,15.838,-20.6477,13.339,12.468,12.169,1,1
17,231,,---,---,---,075926.16+292847.4,Q,119.859021851,29.4798333264,19663.6926282,2.36988091469,,,,,,1,0
18,240,,---,---,---,073631.07+233012.7,Q,114.1294593,23.5035333679,21186.3366992,2.51875376701,,,,,,1,0
19,247,,---,---,06265960+1548530,---,G,96.748367,15.814725,632.556649559,0.133995,18.065,-20.9405,15.445,14.601,13.98,1,0
20,268,,---,---,06202464-1644405,---,G,95.102669,-16.744595,449.167800427,0.09753,18.327,-19.935,15.137,14.224,13.959,1,0
21,285,,---,---,06484789-1940388,---,G,102.19957,-19.677465,,,,,15.196,,14.018,0,0
22,298,,---,SDSSJ074135.25+211155.8,---,---,G,115.397,21.19885,2523.48,0.450253875127,,,,,,2,0
23,301,,---,SDSSJ074140.90+215503.3,---,---,G,115.421,21.91765,972.747,0.19787910894,19.37,-20.57,,,,2,0
24,303,,---,1550127,07535558+1805541,---,G,118.481621,18.098383,283.635298447,0.0632875216438,17.66,-19.6038,14.83,14.146,13.928,2,1
25,307,,---,SDSSJ073917.43+155709.0,---,---,G,114.823,15.95252,2558.59,0.455468177734,,,,,,2,0
26,308,,---,SDSSJ074001.36+191659.4,---,---,G,115.006,19.28319,2023.02,0.373965036983,,,,,,2,0
27,310,,---,SDSSJ080221.52+160309.5,---,---,G,120.59,16.05266,1828.1,0.343131141566,,,,,,2,0
28,312,,---,1553215,07452618+1812389,---,G,116.359085,18.210815,313.462598626,0.069433,17.501,-19.9799,14.821,14.156,13.817,1,0
29,317,,---,---,06233660+2112538,---,G,95.902504,21.214968,380.46576156,0.083434,17.126,-20.7756,14.671,13.773,13.319,1,0
30,367,,---,---,06384000-2002316,---,G,99.666695,-20.042116,298.394293169,0.066248,17.256,-20.118,14.721,13.831,13.549,1,0
31,389,,---,---,06374676-2005167,---,G,99.444847,-20.087999,257.719623733,0.057656,16.951,-20.1047,14.475,13.709,13.343,1,1
32,515,,---,---,07040796-1016071,---,G,106.033203,-10.268663,,,,,14.065,,13.298,0,0
33,536,,---,---,06525180-1518102,---,G,103.215843,-15.302847,,,,,,14.718,14.003,0,0
34,592,,---,---,06384952+0030349,---,G,99.706352,0.509722,290.232092586,0.064517,16.311,-21.0027,15.285,14.47,13.93,1,0
35,597,,---,---,06511686-0537382,---,G,102.820267,-5.627285,,,,,,14.368,13.96,0,0
36,624,,---,1542712,---,---,G,120.604,17.82481,,,18.38,,,,,0,0
37,625,,---,---,---,075903.41+184409.0,Q,119.764249779,18.7358560413,17626.4583436,2.168,,,,,,1,0
38,630,,---,SDSSJ075417.78+430203.8,---,---,G,118.574,43.03441,2218.2,0.404178802089,,,,,,2,0
39,631,,---,---,---,080652.09+293856.1,Q,121.717055695,29.6489332726,27676.1076865,3.1379263401,,,,,,1,0
40,649,,---,SDSSJ082946.65+172812.9,---,---,G,127.444,17.47024,351.56,0.0774255687128,17.99,-19.74,,,,2,0
41,696,,---,---,---,073913.62+233152.1,Q,114.806779738,23.5311529149,4574.51435209,0.733236134052,,,,,,1,0
42,702,,---,SDSSJ083131.04+542704.9,---,---,G,127.879,54.45142,809.096,0.167696213848,,,,,,2,0
43,706,,---,2511744,08275611+5542419,---,G,126.983818,55.711647,318.776722654,0.070553,17.228,-20.2894,14.272,13.581,13.094,1,0
44,714,,---,SDSSJ082720.10+330534.0,---,---,G,126.834,33.09278,428.549,0.0933261466631,18.16,-20.0,,,,2,0
45,717,,---,3128493,07442281+3405385,---,G,116.095047,34.094032,447.874653823,0.097267,17.847,-20.4088,15.104,14.34,13.899,1,0
46,719,,---,SDSSJ073825.69+322417.9,---,---,G,114.607,32.40498,2477.42,0.443388131694,,,,,,2,0
47,721,,---,SDSSJ080511.90+064119.5,---,---,G,121.3,6.68875,450.817,0.0978652989326,18.89,-19.38,,,,2,0
48,723,,---,H-ZSNSJ082427.87+035205.8,---,---,G,126.116,3.86828,1845.02,0.345835732918,,,,,,2,0
49,731,,---,SDSSJ081839.66+060739.1,---,---,G,124.665,6.1275,496.592,0.107115803558,18.91,-19.57,,,,2,0
50,735,,---,SDSSJ080220.09+010704.9,---,---,G,120.584,1.11805,2630.27,0.466062263031,,,,,,2,0
51,736,,---,SDSSJ082819.01+064807.7,---,---,G,127.079,6.80212,622.3,0.131996825998,18.29,-20.68,,,,2,0
52,743,,---,---,---,074512.34+150510.0,Q,116.301455725,15.0861261606,28364.3345937,3.20237135887,,,,,,1,0
53,766,,---,---,07382187-1329180,---,G,114.591141,-13.488358,95.2060590145,0.022118,15.732,-19.1613,14.383,13.559,13.209,1,1
54,766,,---,---,07382496-1328584,---,G,114.604012,-13.482903,190.28551557,0.042911,16.093,-20.304,14.786,14.177,13.789,1,1
55,766,,---,77850,---,---,G,114.591,-13.48833,,,17.3,,,,,0,0
56,786,,---,SDSSJ073825.69+322417.9,---,---,G,114.607,32.40498,2477.42,0.443388131694,,,,,,2,0
57,832,,---,AGC188808,---,---,G,120.304,15.34944,70.8169265055,0.0160246880123,,,,,,2,1
58,836,,---,---,---,080559.94+140530.4,Q,121.499755798,14.0917968591,20119.6649107,2.41463184357,,,,,,1,0
59,837,,---,---,07050899+5137240,---,G,106.287476,51.62336,,,,,15.612,,14.124,0,0
60,852,,---,---,---,075818.28+270516.4,Q,119.576195504,27.0879153132,20703.7609716,2.47174334526,,,,,,1,0
61,868,,---,---,08051409-1952201,---,G,121.308723,-19.872252,474.650270385,0.102695,18.613,-19.7689,14.98,14.309,13.596,1,0
62,904,,---,---,08103844+0319038,---,G,122.660172,3.317734,139.28617392,0.031711,16.112,-19.6075,13.402,12.736,12.356,1,1
63,905,,---,---,---,080707.24+072824.8,Q,121.780182697,7.47355820395,19309.354426,2.335,,,,,,1,0
64,907,,---,SDSSJ080833.47+063822.7,---,---,G,122.139,6.63966,1828.1,0.343131141566,,,,,,2,0
65,960,,---,---,07562807-2033020,---,G,119.116974,-20.550562,,,,,,14.634,14.093,0,0
66,970,,---,---,07535322-1838182,---,G,118.471756,-18.638407,394.939764932,0.086425,16.944,-21.0387,15.076,14.091,13.638,1,0
67,970,,---,865632,---,---,G,118.472,-18.63839,,,18.85,,,,,0,0
68,994,,---,---,07381086-1452030,---,G,114.545288,-14.867523,455.846846577,0.098887,16.594,-21.7001,14.055,13.155,12.78,1,0
69,994,,---,77838,---,---,G,114.545,-14.86809,,,,,,,,0,0
0,27,,---,SDSSJ080021.61+055036.9,---,---,G,120.09,5.84361,1940.89,0.361057590529,,,,,,2,0
1,47,,---,---,07520097-1927210,---,G,118.004074,-19.45586,193.518316438,0.043667,16.819,-19.6146,15.069,14.01,13.764,1,1
2,50,,---,78755,07521753-1651039,---,G,118.073059,-16.851105,270.02068337,0.06041,16.418,-20.739,14.213,13.367,12.953,1,1
3,50,,---,---,07521732-1651329,---,G,118.072182,-16.859159,332.521167581,0.073442,16.8,-20.8091,14.493,13.647,13.178,1,0
4,50,,---,85982,---,---,G,118.072,-16.85914,,,17.96,,,,,0,0
5,55,,---,136817,---,---,G,111.644,-15.5363,,,,,,,,0,0
6,57,,---,---,07375021-1559362,---,G,114.459213,-15.993398,235.980571471,0.052997,16.073,-20.7914,14.478,13.568,13.204,1,1
7,78,,---,---,07442784-1820196,---,G,116.116013,-18.338785,142.849212153,0.032543,14.775,-20.9994,12.734,11.83,11.445,1,1
8,78,,---,78229,---,---,G,116.116,-18.33878,,,16.82,,,,,0,0
9,86,,---,---,08005598+0609276,---,G,120.233261,6.157686,397.685054543,0.086991,17.773,-20.2247,14.952,14.264,13.804,1,0
10,88,,---,SDSSJ082832.63+572852.2,---,---,G,127.136,57.48118,1905.46,0.355451847726,,,,,,2,0
11,93,,---,2432379,08400342+5307245,---,G,130.014267,53.123489,446.684,0.0970246685123,17.78,-20.47,15.36,14.647,14.128,2,0
12,97,,---,2582591,08401358+5846160,---,G,130.05661,58.771133,430.527,0.0937303968652,18.16,-20.01,15.269,14.6,14.11,2,0
13,97,,---,---,08400912+5846376,---,G,130.03804,58.777126,305.742940303,0.067803,17.877,-19.5498,15.184,14.244,13.749,1,0
14,127,,---,---,07550985-1615327,---,G,118.791054,-16.259085,335.296455656,0.074024,17.112,-20.5151,14.515,13.88,13.314,1,0
15,136,,---,---,08105471-0505291,---,G,122.727997,-5.091426,669.096243723,0.141076,17.219,-21.9084,14.964,14.432,13.547,1,0
16,136,,---,1049508,---,---,G,122.727,-5.08616,,,18.02,,,,,0,0
17,147,,---,---,08071676-0422484,---,G,121.81987,-4.380138,854.77814474,0.176218,18.216,-21.4433,15.037,14.395,13.66,1,0
18,151,,---,1105400,07554738-0157419,---,G,118.947426,-1.961663,246.955657176,0.055387,15.843,-21.1201,13.608,12.921,12.436,1,1
19,160,,---,1092053,08040591-0226126,---,G,121.024643,-2.436853,285.050523374,0.063416,16.386,-20.8886,14.286,13.519,13.266,1,0
20,193,27939,NGC2959,NGC2959,09450901+6835400,---,G,146.287552,68.594467,65.4839378705,0.013879,12.995,-21.0857,10.365,9.632,9.356,3,1
21,197,,---,---,07261852-1746094,---,G,111.577194,-17.769283,,-0.00027,12.852,,14.654,13.994,13.347,1,0
22,226,,---,---,07273463-1458306,---,G,111.89431,-14.975191,230.700960613,0.05184,16.096,-20.7192,13.949,12.987,12.469,1,1
23,243,,---,SDSSJ080847.60+133210.3,---,---,G,122.199,13.53605,,,20.17,,,,,0,0
24,249,,---,22638,---,---,G,121.0,10.00869,149.044898479,0.0334927067464,15.26,-20.6066,,,,2,1
25,253,,---,---,---,083756.89+334027.3,Q,129.487057319,33.6742658395,19319.4997281,2.336,,,,,,1,0
26,262,,---,SDSSJ082941.45+344737.9,---,---,G,127.423,34.79386,755.092,0.15752023876,18.77,-20.62,,,,2,0
27,268,,---,GAMAJ083611.01+010641.5,---,---,G,129.046,1.11154,737.904,0.154257677129,,,,,,2,0
28,268,,---,GAMAJ083610.41+010713.3,---,---,G,129.043,1.12037,,,,,,,,0,0
29,272,,---,SDSSJ094655.03+672127.3,---,---,G,146.729,67.35759,385.478,0.0844710722355,18.89,-19.04,,,,2,0
30,278,,---,SDSSJ095800.22+694857.1,---,---,G,149.501,69.81589,663.743,0.140042140021,,,,,,2,0
31,305,,---,---,08011287+0339092,---,G,120.303658,3.652566,291.34848739,0.064754,16.926,-20.3961,14.876,14.284,13.739,1,0
32,306,,---,---,08005057+0524525,---,G,120.210716,5.414594,532.413161928,0.114282,17.816,-20.8152,14.814,14.3,13.682,1,0
33,307,,---,[GSB2009]J082144.28+011151.0,---,---,G,125.434,1.19741,1995.26,0.369615724808,,,,,,2,0
34,314,,---,---,---,081801.65+074139.6,Q,124.506882485,7.69433630814,4474.82601996,0.720287084579,,,,,,1,0
35,316,,---,SDSSJ080111.47+061902.7,---,---,G,120.298,6.31742,2466.04,0.441687130844,,,,,,2,0
36,324,,---,1579212,08102805+1903359,---,G,122.616875,19.059988,298.932511411,0.066362,17.077,-20.3009,14.18,13.667,13.122,1,0
37,329,,---,949871,08480275-1238201,---,G,132.011475,-12.638927,515.723552515,0.110951,17.768,-20.7941,14.985,14.057,13.336,1,0
38,340,,---,966951,08343899-1120320,---,G,128.66246,-11.342238,361.610124876,0.07952,16.648,-21.1432,14.223,13.605,13.217,1,0
39,350,,---,993272,08572805-0915310,---,G,134.366898,-9.258636,288.918316859,0.064238,17.099,-20.2049,14.875,14.304,13.895,1,0
40,363,,---,81522,08334946-2502214,---,G,128.4561,-25.039305,326.253704589,0.072126,16.399,-21.1688,13.951,13.107,12.658,1,0
41,372,,---,81357,08285152-2501274,---,G,127.214684,-25.024303,347.548554737,0.076588,16.129,-21.5761,13.509,12.725,12.316,1,0
42,379,,---,80958,08195112-2243382,---,G,124.963005,-22.727289,127.425961995,0.02939,14.82,-20.7063,13.202,12.631,12.271,1,1
43,379,,---,---,08194634-2243512,---,G,124.943123,-22.730898,315.378557558,0.069837,17.354,-20.1402,15.068,14.431,13.852,1,0
44,392,,---,---,08372836-2752005,---,G,129.368179,-27.866825,326.501146277,0.072178,16.16,-21.4094,13.698,12.947,12.426,1,0
45,392,,---,81680,---,---,G,129.368,-27.86681,,,17.58,,,,,0,0
46,446,,---,77709,---,---,G,113.864,-7.7912,,,,,,,,0,0
47,459,,---,---,07172685-1102194,---,G,109.361877,-11.03873,404.960531084,0.088489,17.375,-20.6621,15.208,14.235,13.953,1,0
48,467,,---,854203,08422224-1930506,---,G,130.592682,-19.514059,491.350487523,0.106062,17.063,-21.394,14.624,13.945,13.31,1,0
49,467,,---,---,08422344-1930526,---,G,130.597687,-19.514616,608.274104077,0.129257,17.525,-21.3955,14.957,14.048,13.555,1,0
50,468,,---,---,08204355-1801542,---,G,125.181488,-18.031723,361.446753244,0.079486,17.342,-20.4482,14.68,13.933,13.611,1,0
51,488,,---,1250316,08441573+0320389,---,G,131.065582,3.344151,322.601183439,0.071358,17.254,-20.2893,14.565,13.889,13.42,1,0
52,506,,---,213400,---,---,G,113.129,10.8812,,,17.81,,,,,0,0
53,534,,---,---,07173983-1129504,---,G,109.415985,-11.49734,52.4415841951,0.011934,14.951,-18.6474,14.612,13.943,13.373,1,1
54,550,,---,---,09074647-1318168,---,G,136.943649,-13.304683,288.085104862,0.064061,17.037,-20.2606,14.329,13.716,13.366,1,0
55,550,,---,---,09074503-1318318,---,G,136.937653,-13.308847,289.516281954,0.064365,17.559,-19.7494,14.51,13.822,13.517,1,0
56,555,,---,1247372,08373836+0312169,---,G,129.409866,3.2047,271.683245368,0.06072,16.711,-20.4593,14.787,14.087,13.737,1,1
57,557,,---,GAMAJ085035.36+013146.5,---,---,G,132.647,1.52959,,,,,,,,0,0
58,557,,---,GAMA720867,---,---,G,132.636,1.53852,,,,,,,,0,0
59,559,,---,GAMAJ085557.33+025043.5,---,---,G,133.989,2.84542,,,,,,,,0,0
60,559,,---,GAMA423119,---,---,G,133.993,2.86032,,,,,,,,0,0
61,578,,---,---,07363974+0305295,---,G,114.165596,3.091538,411.865257241,0.089908,17.538,-20.5358,14.857,14.028,13.618,1,0
62,579,,---,---,07392637+0111149,---,G,114.859901,1.187474,758.802066231,0.158223,17.888,-21.5126,14.834,14.263,13.392,1,0
63,587,,---,SDSSJ075932.53+061649.4,---,---,G,119.886,6.2804,2594.18,0.460736660368,,,,,,2,0
64,629,,---,2MFGC07176,09134479-0935326,---,G,138.43663,-9.592401,,,16.404,,,14.691,14.16,0,0
65,638,,---,80311,---,---,G,122.971,-22.9903,,,,,,,,0,0
66,669,,---,80944,---,---,G,124.882,-27.9281,,,,,,,,0,0
67,673,,---,3138037,09560542+6242476,---,G,149.022598,62.713226,315.672682923,0.069899,16.661,-20.8352,14.112,13.312,12.865,1,0
68,673,,---,3138041,---,---,G,149.008,62.72708,338.844,0.0747673873837,17.99,-19.66,,,,2,0
69,675,,---,SDSSJ103539.55+604253.5,---,---,G,158.915,60.71488,2089.3,0.384295992148,,,,,,2,0
