 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 108 589 1 1 ZTF_r 707078240115 0 2.9689 154.396 12.8465 26.1873 4.9611e-06 0.0217562 0.0714711 6.24234e-06 1798 30. 0.109559 0.108452 19.4411 26.1873 2 2458461.5782407 589120201 96.7605760202708 54.9905738019079 1.95733424646286 0.927486752951999 206.375507668767 88.5205302412741 2.34708782268272 1.05897063160803 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 109 589 1 1 ZTF_r 707083060115 0 3.6585 151.956 12.5434 26.1938 5.0038e-06 0.0218077 0.0691016 6.28916e-06 1798 30. 0.110895 0.105549 19.4936 26.1938 2 2458461.5830671 589120201 47.6908577018245 52.4578870554854 1.01129798171429 0.965524346291199 44.2558860889946 84.7510930193846 0.525703568423263 1.05893178102765 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 110 589 1 1 ZTF_r 707087890115 0 3.6927 151.308 12.6568 26.185 4.5659e-06 0.0208713 0.0584866 5.74118e-06 1800 30. 0.117036 0.111353 19.4381 26.185 2 2458461.5878935 589120201 -34.846939550013 52.4452839298758 -0.739116677958727 1.02503979123358 -11.442080979937 83.3978877742962 -0.138122731415343 1.05714346486513 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 111 589 1 1 ZTF_r 711072510115 0 4.0729 149.404 20.0221 26.1265 8.0178e-06 0.0276391 0.0836775 1.00379e-05 1779 30. 0.151329 0.145676 18.6317 26.1265 2 2458465.5725116 589120201 66.94055207534 114.898787038772 0.648080041395287 0.997082801737108 175.736382368593 146.001660300626 1.21176688436648 1.15122435070657 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 112 589 1 1 ZTF_r 711077440115 0 3.9006 147.305 16.5597 26.1278 6.5611e-06 0.0251076 0.0809273 8.20261e-06 1781 30. 0.150942 0.15174 18.9218 26.1278 2 2458465.5774421 589120201 168.056716114316 86.7090831903381 2.15598671204047 0.995470478591032 112.616038969704 113.159007103301 1.00190446499783 1.12685044952858 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 113 589 1 1 ZTF_r 711082360115 0 3.9542 146.228 15.6149 26.1199 6.9701e-06 0.0258116 0.0803764 8.71775e-06 1782 30. 0.159663 0.159689 18.9773 26.1199 2 2458465.5823611 589120201 103.744586646583 80.9383702387346 1.42582357266997 1.06147673256341 81.5890648701509 105.151990364212 0.781141390018107 1.12572763734099 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 114 589 1 1 ZTF_r 711087280115 0 4.2963 143.018 15.6958 26.1039 8.0201e-06 0.0274976 0.0878904 1.00019e-05 1755 30. 0.181199 0.170513 18.8872 26.1039 2 2458465.5872801 589120201 15.0470081231344 86.1820502081979 0.194217399640774 1.00475838156263 70.5087638530164 107.175841726838 0.662310118498532 1.16005641690873 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 115 589 1 1 ZTF_r 712072740115 0 2.49 154.419 15.8674 26.1676 2.8905e-06 0.0165732 0.0771914 3.63342e-06 1798 30. 0.083506 0.083588 19.3259 26.1676 2 2458466.5727431 589120201 -11.5288357957174 62.1652961323443 -0.206296684326035 1.0634863063433 12.6743645364991 107.871656631755 0.118286188506672 1.05947340993674 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 116 589 1 1 ZTF_r 712077620115 0 2.7006 151.209 15.3231 26.1454 3.2709e-06 0.0177297 0.0898404 4.10514e-06 1806 30. 0.101447 0.101403 19.3164 26.1454 2 2458466.5776273 589120201 134.807648110078 63.281147075925 2.36970884830536 0.95495793204376 209.251560901987 102.065887587424 2.06396953167619 1.07271280948979 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 117 589 1 1 ZTF_r 712082490115 0 2.5026 150.343 15.0531 26.1309 3.3217e-06 0.0178349 0.0878723 4.17162e-06 1805 30. 0.091064 0.09653 19.3584 26.1309 2 2458466.5825 589120201 -34.1672493194701 58.0886363396649 -0.65429505274687 1.00106778100206 -58.7676985567608 98.5247013273203 -0.60049410544449 1.0632215048579 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 118 589 1 1 ZTF_r 712087360115 0 2.5861 147.788 15.7144 26.0999 3.2395e-06 0.0176336 0.0860984 4.07642e-06 1808 30. 0.094058 0.095992 19.2358 26.0999 2 2458466.5873611 589120201 187.600014761707 56.7154182564767 3.67948070719342 1.11246539800346 155.128524047967 93.265961667856 1.6744943255816 1.06681613862123 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 119 589 1 1 ZTF_r 751560420115 8 5.4672 137.389 22.7425 26.087 4.14817e-05 0.0599011 0.0749385 5.02862e-05 1587 30. 0.202487 0.173608 18.1647 26.087 2 2458506.0604282 589120201 106.177143730359 168.025769518114 0.702926548460483 1.04352274598881 115.726635353831 192.193413673741 0.606191745462394 1.3261340181458 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 120 589 1 1 ZTF_r 751565500115 8 5.5354 140.245 22.5967 26.0921 3.63374e-05 0.0549453 0.0880501 4.34881e-05 1532 30. 0.203974 0.175535 18.1607 26.0921 2 2458506.0655093 589120201 -133.365732384095 172.272742437553 -0.861157301063628 0.899073387457291 -227.002616457279 195.882721882187 -1.16667508978736 1.34542029126583 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 121 589 1 1 ZTF_r 751570610115 8 4.831 144.805 23.0929 26.1009 2.30311e-05 0.0455972 0.101923 2.8503e-05 1712 30. 0.186335 0.163731 18.2612 26.1009 2 2458506.0706134 589120201 155.70563142876 146.095543549447 1.18555621780064 1.01337067653995 239.129864713705 172.046343532789 1.3992765737854 1.23889232091727 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 122 589 1 1 ZTF_r 751575710115 8 5.301 144.18 26.0066 26.1217 3.43842e-05 0.0539655 0.0890477 4.12755e-05 1532 30. 0.209322 0.172233 18.044 26.1217 2 2458506.0757176 589120201 69.01749308573 198.70072592372 0.386379901792795 0.886511118253352 -8.32841763111613 227.606088476327 -0.0368378107069333 1.30913342169713 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 123 589 1 1 ZTF_r 752565390115 8 5.8545 138.392 20.4282 26.0803 5.64861e-05 0.0677241 0.0929655 6.77972e-05 1536 30. 0.180999 0.178162 18.2237 26.0803 2 2458507.0653935 589120201 -161.066712330092 157.408326856689 -1.13823750732029 1.00508823715315 -175.993482079282 178.104556478839 -0.994802220727607 1.42268663428213 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 124 589 1 1 ZTF_r 752570520115 8 4.7654 143.683 21.7027 26.0842 2.04249e-05 0.0436544 0.106185 2.53603e-05 1730 30. 0.17909 0.169151 18.3513 26.0842 2 2458507.0705208 589120201 -61.3274477403615 156.102912753679 -0.437017356264105 0.869776023973555 57.7169112262163 183.996121330692 0.315798167503923 1.27211851285203 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 125 589 1 1 ZTF_r 752575650115 8 4.7 147.462 27.3416 26.1068 2.51769e-05 0.0476259 0.0837491 3.09897e-05 1684 30. 0.18726 0.169363 18.101 26.1068 2 2458507.0756597 589120201 -302.245833776774 189.037780478505 -1.77855178471106 1.03683672349939 -526.520756176789 224.909554866308 -2.35680028835613 1.23203769353463 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 126 589 1 1 ZTF_r 753561460115 0 3.4257 143.029 17.6198 26.1006 1.04479e-05 0.0314935 0.0769181 1.30734e-05 1787 30. 0.152394 0.137635 18.8958 26.1006 2 2458508.0614699 589120201 -172.060149888555 92.8034979194506 -2.06238980028332 0.893366036147359 -275.38917297833 127.529684372113 -2.17395609710656 1.10836156854152 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 127 589 1 1 ZTF_r 753566570115 0 3.3293 144.801 18.0847 26.1088 1.05606e-05 0.0317529 0.0857204 1.32074e-05 1793 30. 0.143176 0.117997 18.8921 26.1088 2 2458508.0665741 589120201 -140.516914121465 83.0874441711225 -1.88125646259271 1.02977568185727 30.5460440151097 119.643371107591 0.257028643495522 1.08895857248854 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 128 589 1 1 ZTF_r 753571680115 0 2.669 153.291 20.8976 26.1313 9.6575e-06 0.0302075 0.09452 1.21059e-05 1792 30. 0.101741 0.087814 18.8946 26.1313 2 2458508.0716898 589120201 -168.800853447318 96.3321143018569 -1.9492087257108 0.919059752085153 -180.019747410845 154.81076019738 -1.17066921276021 1.06278997324748 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 129 589 1 1 ZTF_r 753576800115 0 3.1663 155.298 30.3417 26.1028 1.19884e-05 0.033528 0.095511 1.49863e-05 1790 30. 0.109604 0.098795 18.3257 26.1028 2 2458508.0768056 589120201 -145.585566927884 149.317747811367 -1.08458025145212 1.02808231150803 14.2191939790065 214.703753026774 0.0666730826394544 1.09878302291195 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 130 589 1 1 ZTF_r 754560420115 8 4.9283 141.966 16.7029 26.0963 2.52784e-05 0.0484452 0.104714 3.12635e-05 1722 30. 0.212793 0.187733 18.6895 26.0963 2 2458509.0604282 589120201 -57.5557965322583 101.06623745269 -0.633487094607108 0.996481983608401 -51.5521923436778 119.866277055761 -0.432977486245108 1.22845621063493 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 131 589 1 1 ZTF_r 754565470115 0 4.1859 143.609 16.8263 26.0931 1.13287e-05 0.0325701 0.10192 1.41077e-05 1763 30. 0.181247 0.17848 18.8121 26.0931 2 2458509.0654745 589120201 -83.1778370319671 88.4636332316892 -1.04591803522514 1.09859909728386 -113.800488979131 110.504459327515 -1.03676306383574 1.18303016375345 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 132 589 1 1 ZTF_r 754570520115 0 3.0606 148.167 18.0708 26.1311 7.0278e-06 0.0257517 0.086452 8.82215e-06 1798 30. 0.12617 0.112477 18.9921 26.1311 2 2458509.0705208 589120201 -144.316152609698 76.0572877437356 -2.1107116600304 1.08062251977671 -165.498800443648 112.747865660785 -1.47775253580294 1.08809856147181 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 133 589 1 1 ZTF_r 754575550115 0 3.1597 153.7 24.2131 26.1387 8.6765e-06 0.0286906 0.0843924 1.08681e-05 1796 30. 0.11709 0.111032 18.5984 26.1387 2 2458509.0755556 589120201 -183.445737472221 116.299176571328 -1.75463095254925 0.996797455973905 -133.447705131295 168.684344940892 -0.796437174714295 1.0856452055843 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 134 589 1 1 ZTF_r 757558620115 0 2.237 111.929 13.1677 25.8247 9.9084e-06 0.030686 0.058784 1.23992e-05 1785 30. 0.081776 0.078832 19.2704 25.8247 2 2458512.0586227 589120201 -93.6286415371182 51.5440865406205 -2.02062013269191 0.943931952534873 -110.011717584619 89.8880021241113 -1.23211830516765 1.06610950616516 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 135 589 1 1 ZTF_r 757563580115 0 2.39 96.4651 13.894 25.6589 7.0404e-06 0.0258699 0.0973209 8.80928e-06 1794 30. 0.079848 0.076016 18.9702 25.6589 2 2458512.063588 589120201 71.1636557556312 57.5549162995967 1.37540508169927 0.994790787401435 78.6760163813205 98.671735172877 0.802721303517102 1.06100622108067 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 136 589 1 1 ZTF_r 757568540115 0 3.0752 110.083 16.8671 25.7894 8.0158e-06 0.0276452 0.0990749 1.0016e-05 1793 30. 0.109472 0.099536 18.6857 25.7894 2 2458512.0685417 589120201 -138.321956892396 81.9307028415714 -1.87801581444678 0.949750567018393 -169.951108607758 120.278830414843 -1.42249254097535 1.08741788116155 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 137 589 1 1 ZTF_r 757573510115 0 2.6485 111.094 23.9991 25.8292 1.6464e-05 0.0398892 0.0241564 2.05642e-05 1790 30. 0.085482 0.074765 18.449 25.8292 2 2458512.0735185 589120201 -139.045138398596 107.533119859456 -1.43836253880727 0.997150067307538 -109.674458783897 177.378523372531 -0.622471765322042 1.05620754797023 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 138 589 1 1 ZTF_r 758560710115 0 2.1693 78.9032 12.8092 25.528 7.46275e-05 0.0848227 -0.0251729 9.31969e-05 1785 30. 0.079065 0.067084 18.962 25.528 2 2458513.0607176 589120201 -27.2543726004686 48.4957708589862 -0.625154156512052 0.951978923453845 10.986020781576 85.8939466412059 0.128763582255909 1.06202125956613 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 139 589 1 1 ZTF_r 758565740115 0 2.2968 105.643 13.1267 25.7317 7.37984e-05 0.0833357 0.0776889 9.2409e-05 1786 30. 0.085098 0.078891 19.2886 25.7317 2 2458513.0657407 589120201 -212.907110148472 55.4113939636565 -4.2741119236819 0.988358297386828 -291.674371755761 94.2388731603468 -3.11589905082343 1.07506508979647 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 140 589 1 1 ZTF_r 758570760115 0 2.0768 83.4742 14.2734 25.5198 5.95336e-05 0.0748241 0.0090593 7.49542e-05 1782 30. 0.077972 0.06378 18.9056 25.5198 2 2458513.0707639 589120201 -160.598860287215 54.2840473172897 -3.29097845893508 1.03389347785888 -282.083737721134 97.5277221593444 -2.91182426531366 1.0619801358031 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 141 589 1 1 ZTF_r 758575780115 0 2.1123 135.281 18.5846 26.048 1.44213e-05 0.036947 0.0596682 1.80909e-05 1788 30. 0.075541 0.071504 19.3106 26.048 2 2458513.075787 589120201 -24.6663629203535 64.9530911561645 -0.422435194840169 1.04030224974146 -105.08315055461 115.590655522773 -0.915220102707198 1.06624149490497 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 142 589 1 1 ZTF_g 785487750115 32 2.3866 14.0434 14.5045 23.9844 0.000448526 0.0964826 0.0948169 0.000676043 343 30. 0.072124 0.069185 17.1215 23.9844 1 2458539.9877546 589120101 2.09613844772073 70.771881053357 0.0329468596701445 0.97450187134784 162.300951010172 117.142789557479 1.39482812275887 1.08068619833192 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 0
 143 1585 10 1 ZTF_g 813476513715 0 3.1106 107.088 13.0004 26.0597 9.1792e-06 0.0302641 -0.021047 1.38329e-05 1755 30. 0.103546 0.11766 19.2984 26.0597 1 2458567.9765162 1585120137 null null null null null null null null 0 15.0959999084473 0.0280000008642673 1.27600002288818 0.0930000022053719 2458333.713194 2459404.868067 56
 144 589 1 1 ZTF_g 814436640115 0 2.5484 80.152 11.9725 26.0335 1.13499e-05 0.0332479 -0.021613 1.41824e-05 1784 30. 0.082647 0.083318 19.4518 26.0335 1 2458568.9366435 589120101 37.7047754160569 59.1178059671559 0.709468065214855 0.99363080550618 -46.5833694909774 92.1218924200109 -0.50907672359629 1.10833423532682 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 0
 145 589 1 1 ZTF_r 814524720115 0 2.3632 95.434 16.5376 25.6839 6.6228e-06 0.0249723 0.0847534 8.3029e-06 1792 30. 0.070911 0.079258 18.8352 25.6839 1 2458569.0247222 589120201 133.854782293832 67.8511399180306 2.1944795840369 1.01230528167805 62.5889607678049 112.933832064504 0.55794175994698 1.07407316196204 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 146 589 1 1 ZTF_r 820496890115 0 1.7931 47.8049 9.58304 24.8477 6.178e-06 0.0243295 0.075138 7.72205e-06 1793 30. 0.050921 0.057299 18.7734 24.8477 1 2458574.9968981 589120201 23.6983115728097 29.4286456523641 0.895781172935183 1.13885179797547 -97.6644518856674 57.1371951221946 -1.7208094898246 1.04610649179099 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 147 589 1 1 ZTF_g 820520550115 0 2.3859 20.6952 7.78524 24.5445 2.50317e-05 0.048158 -0.0582945 3.14387e-05 1715 30. 0.060888 0.065267 18.3626 24.5445 1 2458575.0205556 589120101 -1.30923889693106 36.81665846634 -0.0395575450974446 1.02400894739007 26.1290768627649 62.4220653621099 0.421406397660415 1.06210227876578 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 0
 148 589 1 1 ZTF_r 823444810115 48 2.3101 2.72049 10.0367 21.9386 0.00168974 0.0980745 0.0508717 0.00191022 68 30. 0.052506 0.053672 15.5002 21.9386 1 2458577.9448148 589120201 0.839783647143341 42.514439281701 0.0219728180262478 1.08992715444054 -85.7343266372351 78.6423389654277 -1.09752270081638 1.06264410506495 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 149 589 1 1 ZTF_r 826500940115 0 1.8244 137.561 9.9762 26.0541 2.2045e-06 0.0144545 0.0729246 2.7629e-06 1797 30. 0.065404 0.064908 20.2341 26.0541 1 2458581.0009491 589120201 97.5809708787682 26.1913538397405 4.14440308261647 1.10897155614712 -21.859602484893 48.0208753012706 -0.458276281455799 1.06485677644223 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 150 1585 10 1 ZTF_r 826514683715 0 1.4815 519.399 11.579 26.1513 4.3944e-06 0.020771 0.101756 6.61919e-06 1760 30. 0.057524 0.07094 20.4522 26.1513 1 2458581.0146875 1585120237 null null null null null null null null null null null null null 2458270.906991 2458685.833831 56,57
 151 589 1 1 ZTF_g 830483110115 0 2.5438 91.2022 6.13814 26.223 3.4295e-06 0.0181925 -0.0636278 4.28184e-06 1791 30. 0.083404 0.084025 20.3416 26.223 1 2458584.9831134 589120101 131.81055310431 28.4271630506098 5.15788272105469 0.960671494609165 130.926335477382 45.5731536757687 2.89223196659615 1.07937389085815 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 0
 152 589 1 1 ZTF_r 830507490115 0 2.0692 155.055 9.97002 26.1804 2.1205e-06 0.0141564 0.0906304 2.65111e-06 1797 30. 0.079207 0.080668 20.2631 26.1804 1 2458585.0075 589120201 54.3831299113873 29.1184047515301 2.07754969778493 1.078158494711 30.663271368348 51.9443106012933 0.594286263652015 1.06631478335281 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 153 589 1 1 ZTF_r 833507190115 0 2.3589 73.7785 10.8382 25.3536 5.8943e-06 0.0235344 0.0779999 7.39341e-06 1789 30. 0.064506 0.073284 18.9864 25.3536 1 2458588.0071991 589120201 71.0769346505281 45.1120491240307 1.75263280444387 0.963933520020821 106.280224486507 76.9269844113192 1.39087770997432 1.06804513907803 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 154 589 1 1 ZTF_r 837463500115 0 2.0292 157.048 15.0063 26.1738 2.0524e-06 0.0138675 0.0908014 2.56954e-06 1798 30. 0.063955 0.073848 19.6485 26.1738 1 2458591.9635069 589120201 157.741347797755 51.380276814212 3.41510380241972 0.951337893357255 293.159418431118 92.838153676298 3.1790147939629 1.06285842415215 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 155 1585 10 1 ZTF_r 839362413715 0 2.8069 512.135 20.4236 26.1802 3.5537e-06 0.0187665 0.0965583 5.32645e-06 1763 30. 0.096692 0.102368 19.1435 26.1802 1 2458593.862419 1585120237 null null null null null null null null null null null null null 2458270.906991 2458685.833831 56,57
 156 589 1 1 ZTF_r 843440480115 0 1.8019 156.983 12.3396 26.1865 2.2099e-06 0.0145218 0.091379 2.76265e-06 1803 30. 0.063572 0.064076 20.1143 26.1865 1 2458597.9404861 589120201 157.273275241301 33.128749246394 5.28086046692579 1.06815379959068 65.6756544085119 61.3097985712343 1.07842441600546 1.05722168747097 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 157 589 1 1 ZTF_g 845350080115 0 1.8914 246.226 10.146 27.318 3.3398e-06 0.0178427 -0.0425567 4.1671e-06 1785 90. 0.060174 0.063203 21.2291 27.318 2 2458599.850081 589120101 437.788388834305 32.3058518477541 15.0743239075253 1.30138621928959 425.011303109617 55.5394416262056 7.7039625563531 1.06312831727284 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 0
 158 589 1 1 ZTF_r 851442520115 0 1.7956 151.652 9.04721 26.1572 2.4665e-06 0.0152348 0.100809 3.02631e-06 1777 30. 0.067096 0.072062 20.5606 26.1572 1 2458605.9425231 589120201 null null null null null null null null 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 61
 159 589 1 1 ZTF_g 851499570115 0 1.8573 75.5021 11.4881 25.9639 4.3064e-06 0.0202329 -0.0470264 5.33108e-06 1773 30. 0.046919 0.053597 19.6703 25.9639 1 2458605.9995718 589120101 133.436110279898 47.5021430989917 3.12474780079812 0.69779940284878 180.780462241448 87.8247568184895 2.07228617133519 1.06250871316055 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 56
 160 1585 10 1 ZTF_g 852491973715 0 2.0859 116.698 7.67563 26.1975 2.9714e-06 0.0171193 -0.0652256 4.4186e-06 1750 30. 0.06582 0.064219 20.4605 26.1975 1 2458606.9919792 1585120137 null null null null null null null null 0 15.0959999084473 0.0280000008642673 1.27600002288818 0.0930000022053719 2458333.713194 2459404.868067 56
 161 589 1 1 ZTF_g 854424060115 0 2.0912 79.2352 5.14859 26.0509 5.22e-06 0.0221881 -0.0554101 6.41673e-06 1768 30. 0.06587 0.06147 20.5463 26.0509 1 2458608.9240625 589120101 117.486006701592 85.3410018282616 1.53138083223564 13.1598433574185 93.2513878095986 153.401243610992 0.611986181218803 1.0589602436233 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 0
 162 589 1 1 ZTF_g 858397480115 0 1.8304 89.124 4.8147 26.1807 2.7118e-06 0.0160551 -0.0570486 3.34385e-06 1775 30. 0.066685 0.061641 20.9534 26.1807 1 2458612.8974884 589120101 null null null null null null null null 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 61
 163 589 1 1 ZTF_r 858442320115 0 1.6183 153.079 7.94288 26.1848 4.0556e-06 0.0194692 0.0859447 5.0454e-06 1775 30. 0.070222 0.069897 20.8787 26.1848 1 2458612.9423264 589120201 null null null null null null null null 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 61
 164 589 1 1 ZTF_r 862418860115 0 1.5203 151.348 7.71629 26.1613 2.8315e-06 0.0162372 0.0737738 3.52925e-06 1781 30. 0.069796 0.07348 20.9055 26.1613 1 2458616.9188657 589120201 70.5646396681599 16.1127775026633 4.8715988492482 1.09117191416939 27.4176398839969 29.8171039544252 0.925720328448952 1.05144684983905 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 165 589 1 1 ZTF_g 862481520115 0 1.7844 90.8065 5.89479 26.2073 2.5585e-06 0.0155424 -0.0635665 3.15123e-06 1775 30. 0.05689 0.057476 20.7708 26.2073 1 2458616.9815278 589120101 191.91162381409 19.2122375015791 11.1116392834302 1.03304136337908 193.188022580395 33.9149245720163 5.73461853393018 1.05627025367417 1.52917588432874 20.2609998703003 0.0700000002980232 1.68499994277954 0.063000001013279 2458204.005521 2458293.913194 0
 166 1585 10 1 ZTF_r 864309443715 0 1.8332 517.136 13.9901 26.1668 1.9099e-06 0.0136402 0.084384 2.86292e-06 1746 30. 0.058838 0.061807 19.8841 26.1668 1 2458618.8094444 1585120237 null null null null null null null null null null null null null 2458270.906991 2458685.833831 56,57
 167 589 1 1 ZTF_r 865413700115 0 2.3599 67.3342 18.3332 25.235 8.0778e-06 0.0277274 0.0787202 9.94096e-06 1764 30. 0.060831 0.061583 18.1905 25.235 1 2458619.9137037 589120201 null null null null null null null null 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 61
 168 589 1 1 ZTF_r 873397610115 0 1.4558 158.231 10.6309 26.1811 6.7022e-06 0.0250703 0.0749433 8.38231e-06 1783 30. 0.068305 0.074096 20.4984 26.1811 1 2458627.8976157 589120201 339.13424274719 23.662199137873 15.9430474722791 1.21162496582284 247.463474636153 43.278527314519 5.75643791123267 1.04473287182604 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
 169 589 1 1 ZTF_r 878316180115 0 2.087 149.961 9.38743 26.1554 1.8819e-06 0.0133169 0.0903203 2.32516e-06 1784 30. 0.082048 0.082638 20.2922 26.1554 1 2458632.8161806 589120201 296.338928374556 26.9410270202025 12.2357151982308 1.00357710897759 368.789527097477 46.3931601966995 8.00276041137552 1.06553492508393 1.69778742291087 18.8140000343323 0.0410000011324883 1.57299995422363 0.034000001847744 2458187.028900 2458343.823287 0
