JD,Band,Flux,Fluxerr,Mag,Magerr
2454319.75734,I,0.000914,0.000008,16.149586,0.009503
2454320.52589,I,0.001086,0.000009,15.962377,0.008998
2454326.48144,I,0.001010,0.000009,16.041148,0.009675
2454327.57486,I,0.001192,0.000011,15.861261,0.010019
2454328.50194,I,0.001151,0.000010,15.899263,0.009433
2454328.6789,I,0.001266,0.000009,15.795867,0.007719
2454329.51232,I,0.000866,0.000009,16.208157,0.011284
2454329.66015,I,0.000885,0.000009,16.184593,0.011041
2454329.71893,I,0.000951,0.000010,16.106500,0.011417
2454330.52465,I,0.001123,0.000008,15.926002,0.007735
2454330.67563,I,0.001025,0.000008,16.025142,0.008474
2454331.50484,I,0.001225,0.000009,15.831611,0.007977
2454331.67138,I,0.001248,0.000009,15.811415,0.007830
2454332.4826,I,0.000874,0.000007,16.198173,0.008696
2454333.51367,I,0.000982,0.000009,16.071673,0.009951
2454333.67472,I,0.000869,0.000009,16.204402,0.011245
2454334.48688,I,0.001225,0.000012,15.831611,0.010636
2454334.58451,I,0.001177,0.000013,15.875010,0.011992
2454338.48703,I,0.001179,0.000010,15.873167,0.009209
2454339.50648,I,0.000917,0.000009,16.146028,0.010656
2454339.67766,I,0.000982,0.000011,16.071673,0.012162
2454340.57515,I,0.001054,0.000011,15.994850,0.011331
2454341.48743,I,0.001288,0.000012,15.777162,0.010116
2454342.51674,I,0.000947,0.000010,16.111077,0.011465
2454343.48484,I,0.001014,0.000007,16.036857,0.007495
2454343.69257,I,0.000901,0.000010,16.165140,0.012050
2454344.52345,I,0.001200,0.000011,15.853998,0.009953
2454345.48888,I,0.001064,0.000008,15.984597,0.008163
2454346.49748,I,0.000944,0.000009,16.114522,0.010351
2454347.51646,I,0.001123,0.000010,15.926002,0.009668
2454348.51319,I,0.001250,0.000009,15.809677,0.007817
2454350.51205,I,0.001095,0.000009,15.953416,0.008924
2454351.48729,I,0.001292,0.000010,15.773795,0.008404
2454352.53477,I,0.001040,0.000011,16.009368,0.011484
2454353.49468,I,0.000986,0.000008,16.067259,0.008809
2454354.52326,I,0.001189,0.000009,15.863997,0.008218
2454355.51385,I,0.001180,0.000008,15.872247,0.007361
2454356.49133,I,0.000897,0.000008,16.169970,0.009683
2454357.57459,I,0.001083,0.000011,15.965380,0.011028
2454358.53183,I,0.001285,0.000011,15.779694,0.009294
2454359.50064,I,0.000935,0.000009,16.124923,0.010451
2454361.55363,I,0.001203,0.000011,15.851287,0.009928
2454362.48901,I,0.001037,0.000011,16.012505,0.011517
2454365.54601,I,0.001187,0.000012,15.865825,0.010976
2454367.52233,I,0.001020,0.000008,16.030451,0.008516
2454368.55791,I,0.001227,0.000010,15.829840,0.008849
2454369.56683,I,0.001043,0.000011,16.006241,0.011451
2454370.54483,I,0.000995,0.000008,16.057394,0.008730
2454371.51829,I,0.001144,0.000008,15.905886,0.007593
2454372.50281,I,0.001103,0.000008,15.945513,0.007875
2454373.56824,I,0.000895,0.000009,16.172394,0.010918
2454375.55441,I,0.001163,0.000012,15.888002,0.011203
2454377.59247,I,0.001023,0.000009,16.027262,0.009552
2454378.5025,I,0.001145,0.000009,15.904938,0.008534
2454379.51783,I,0.001063,0.000012,15.985618,0.012257
2454380.52936,I,0.001017,0.000008,16.033649,0.008541
2454381.50732,I,0.001092,0.000011,15.956395,0.010937
2454382.59587,I,0.001159,0.000011,15.891743,0.010305
2454383.52081,I,0.000930,0.000009,16.130744,0.010507
2454384.55781,I,0.001009,0.000011,16.042224,0.011837
2454387.55071,I,0.000953,0.000009,16.104219,0.010254
2454393.51516,I,0.000907,0.000008,16.157933,0.009577
2454394.57255,I,0.000944,0.000010,16.114522,0.011501
2454395.54396,I,0.001061,0.000010,15.987663,0.010233
2454396.5565,I,0.000960,0.000011,16.096273,0.012441
2454397.51534,I,0.000928,0.000009,16.133082,0.010530
2454398.52297,I,0.001016,0.000009,16.034717,0.009618
2454399.55854,I,0.001007,0.000010,16.044378,0.010782
2454400.51793,I,0.000795,0.000011,16.301034,0.015023
2454402.53256,I,0.000983,0.000012,16.070568,0.013254
2454403.53355,I,0.000842,0.000010,16.238671,0.012895
2454506.8846,I,0.000511,0.000010,16.780899,0.021247
2454510.88139,I,0.000546,0.000008,16.708970,0.015908
2454513.84537,I,0.000485,0.000007,16.837597,0.015670
2454517.83944,I,0.000571,0.000012,16.660361,0.022818
2454519.82536,I,0.000459,0.000009,16.897420,0.021289
2454522.85422,I,0.000460,0.000010,16.895057,0.023603
2454524.83789,I,0.000511,0.000007,16.780899,0.014873
2454530.80003,I,0.000511,0.000006,16.780899,0.012748
2454533.83379,I,0.000474,0.000008,16.862506,0.018325
2454535.88378,I,0.000478,0.000007,16.853382,0.015900
2454537.7834,I,0.000486,0.000009,16.835361,0.020106
2454538.87735,I,0.000511,0.000008,16.780899,0.016998
2454539.83856,I,0.000476,0.000006,16.857934,0.013686
2454540.84847,I,0.000476,0.000006,16.857934,0.013686
2454541.77749,I,0.000503,0.000006,16.798032,0.012951
2454542.77203,I,0.000476,0.000009,16.857934,0.020529
2454543.76768,I,0.000476,0.000007,16.857934,0.015967
2454544.76454,I,0.000501,0.000008,16.802357,0.017337
2454545.75125,I,0.000487,0.000009,16.833129,0.020065
2454546.75786,I,0.000454,0.000008,16.909312,0.019132
2454547.77203,I,0.000503,0.000007,16.798032,0.015110
2454548.82491,I,0.000513,0.000008,16.776658,0.016932
2454550.79716,I,0.000479,0.000008,16.851113,0.018133
2454551.74349,I,0.000514,0.000009,16.774544,0.019011
2454552.78714,I,0.000492,0.000012,16.822039,0.026481
2454556.73982,I,0.000515,0.000007,16.772433,0.014758
2454557.7574,I,0.000537,0.000007,16.727016,0.014153
2454558.77758,I,0.000532,0.000006,16.737172,0.012245
2454559.73044,I,0.000529,0.000006,16.743312,0.012315
2454559.91935,I,0.000525,0.000008,16.751553,0.016545
2454560.73279,I,0.000522,0.000007,16.757775,0.014560
2454560.91997,I,0.000502,0.000006,16.800192,0.012977
2454561.72323,I,0.000550,0.000007,16.701045,0.013818
2454561.90932,I,0.000538,0.000006,16.724996,0.012109
2454564.71344,I,0.000557,0.000008,16.687314,0.015594
2454564.91371,I,0.000572,0.000006,16.658461,0.011389
2454565.71161,I,0.000575,0.000006,16.652782,0.011329
2454565.90219,I,0.000579,0.000005,16.645255,0.009376
2454566.71091,I,0.000573,0.000006,16.656565,0.011369
2454566.90397,I,0.000576,0.000006,16.650895,0.011310
2454567.70309,I,0.000581,0.000007,16.641511,0.013081
2454567.90982,I,0.000582,0.000006,16.639644,0.011193
2454568.70863,I,0.000589,0.000008,16.626663,0.014747
2454569.71829,I,0.000583,0.000008,16.637780,0.014899
2454570.70961,I,0.000589,0.000008,16.626663,0.014747
2454571.69742,I,0.000578,0.000010,16.647132,0.018784
2454571.8954,I,0.000586,0.000006,16.632208,0.011117
2454572.72058,I,0.000582,0.000009,16.639644,0.016790
2454573.723,I,0.000609,0.000007,16.590408,0.012480
2454574.72543,I,0.000629,0.000008,16.555325,0.013809
2454575.73083,I,0.000627,0.000007,16.558783,0.012121
2454576.73852,I,0.000596,0.000008,16.613836,0.014574
2454577.82271,I,0.000644,0.000008,16.529737,0.013487
2454578.77383,I,0.000625,0.000010,16.562252,0.017372
2454579.85051,I,0.000621,0.000008,16.569223,0.013987
2454583.7175,I,0.000641,0.000009,16.534806,0.015244
2454583.90265,I,0.000647,0.000007,16.524691,0.011747
2454585.73798,I,0.000649,0.000008,16.521340,0.013383
2454586.74587,I,0.000648,0.000008,16.523014,0.013404
2454587.75412,I,0.000672,0.000009,16.483528,0.014541
2454587.91253,I,0.000684,0.000008,16.464311,0.012699
2454588.7193,I,0.000716,0.000007,16.414669,0.010615
2454589.70163,I,0.000726,0.000009,16.399610,0.013460
2454589.85692,I,0.000722,0.000007,16.405609,0.010527
2454589.91894,I,0.000728,0.000008,16.396623,0.011931
2454590.679,I,0.000750,0.000008,16.364298,0.011581
2454590.88466,I,0.000746,0.000007,16.370104,0.010188
2454591.69081,I,0.000747,0.000008,16.368650,0.011628
2454591.86284,I,0.000766,0.000007,16.341380,0.009922
2454591.92496,I,0.000763,0.000008,16.345640,0.011384
2454592.64929,I,0.000767,0.000008,16.339963,0.011324
2454592.83847,I,0.000774,0.000009,16.330099,0.012625
2454592.90184,I,0.000762,0.000008,16.347064,0.011399
2454593.63858,I,0.000793,0.000007,16.303769,0.009584
2454593.84806,I,0.000778,0.000007,16.324503,0.009769
2454593.91016,I,0.000773,0.000008,16.331503,0.011237
2454594.65961,I,0.000816,0.000008,16.272726,0.010644
2454594.85435,I,0.000814,0.000007,16.275391,0.009337
2454594.92016,I,0.000813,0.000008,16.276725,0.010684
2454595.64509,I,0.000813,0.000009,16.276725,0.012019
2454595.84324,I,0.000816,0.000008,16.272726,0.010644
2454595.90534,I,0.000829,0.000008,16.255565,0.010478
2454596.6384,I,0.000817,0.000008,16.271396,0.010631
2454596.91809,I,0.000803,0.000007,16.290163,0.009465
2454597.66887,I,0.000822,0.000008,16.264772,0.010567
2454597.8602,I,0.000818,0.000007,16.270068,0.009291
2454597.93127,I,0.000813,0.000008,16.276725,0.010684
2454598.63866,I,0.000811,0.000007,16.279399,0.009371
2454598.88345,I,0.000808,0.000007,16.283423,0.009406
2454599.61748,I,0.000814,0.000009,16.275391,0.012004
2454599.8215,I,0.000805,0.000007,16.287462,0.009441
2454600.62667,I,0.000857,0.000007,16.219499,0.008868
2454600.93322,I,0.000865,0.000008,16.209411,0.010041
2454601.63227,I,0.000902,0.000007,16.163935,0.008426
2454601.84855,I,0.000902,0.000007,16.163935,0.008426
2454601.9105,I,0.000902,0.000007,16.163935,0.008426
2454602.61968,I,0.000916,0.000008,16.147213,0.009482
2454602.83427,I,0.000931,0.000007,16.129577,0.008163
2454603.75229,I,0.000990,0.000008,16.062864,0.008774
2454606.62004,I,0.001045,0.000009,16.004161,0.009351
2454610.72178,I,0.001039,0.000008,16.010413,0.008360
2454610.92921,I,0.001039,0.000009,16.010413,0.009405
2454611.6118,I,0.001081,0.000010,15.967387,0.010044
2454611.84472,I,0.001091,0.000008,15.957390,0.007961
2454612.63322,I,0.001109,0.000009,15.939623,0.008811
2454615.77488,I,0.001285,0.000009,15.779694,0.007604
2454615.82641,I,0.001282,0.000009,15.782231,0.007622
2454615.90485,I,0.001309,0.000011,15.759602,0.009124
2454616.58392,I,0.001295,0.000011,15.771277,0.009222
2454616.60929,I,0.001293,0.000008,15.772955,0.006718
2454616.63785,I,0.001288,0.000008,15.777162,0.006744
2454616.67059,I,0.001304,0.000008,15.763758,0.006661
2454616.69357,I,0.001298,0.000008,15.768765,0.006692
2454616.7138,I,0.001297,0.000008,15.769602,0.006697
2454616.73963,I,0.001321,0.000009,15.749695,0.007397
2454616.76868,I,0.001303,0.000008,15.764591,0.006666
2454616.78612,I,0.001299,0.000008,15.767929,0.006687
2454616.80039,I,0.001300,0.000008,15.767093,0.006681
2454616.83142,I,0.001295,0.000008,15.771277,0.006707
2454616.85437,I,0.001322,0.000009,15.748873,0.007392
2454616.87018,I,0.001307,0.000008,15.761263,0.006646
2454616.89582,I,0.001313,0.000010,15.756290,0.008269
2454616.91426,I,0.001305,0.000010,15.762925,0.008320
2454616.93679,I,0.001328,0.000011,15.743956,0.008993
2454617.62598,I,0.001377,0.000008,15.704617,0.006308
2454617.63006,I,0.001392,0.000009,15.692853,0.007020
2454617.64173,I,0.001388,0.000009,15.695978,0.007040
2454617.64743,I,0.001389,0.000009,15.695196,0.007035
2454617.65566,I,0.001382,0.000009,15.700681,0.007071
2454617.66417,I,0.001388,0.000009,15.695978,0.007040
2454617.67242,I,0.001389,0.000009,15.695196,0.007035
2454617.6808,I,0.001391,0.000009,15.693634,0.007025
2454617.6891,I,0.001379,0.000008,15.703041,0.006299
2454617.72173,I,0.001384,0.000009,15.699111,0.007060
2454617.73294,I,0.001397,0.000010,15.688961,0.007772
2454617.74507,I,0.001377,0.000009,15.704617,0.007096
2454617.75627,I,0.001370,0.000009,15.710150,0.007133
2454617.76739,I,0.001377,0.000009,15.704617,0.007096
2454617.77857,I,0.001388,0.000009,15.695978,0.007040
2454617.7941,I,0.001377,0.000009,15.704617,0.007096
2454617.80513,I,0.001379,0.000010,15.703041,0.007873
2454617.82537,I,0.001368,0.000010,15.711736,0.007937
2454617.84045,I,0.001382,0.000010,15.700681,0.007856
2454617.87431,I,0.001370,0.000011,15.710150,0.008718
2454617.89024,I,0.001384,0.000010,15.699111,0.007845
2454617.90156,I,0.001377,0.000011,15.704617,0.008673
2454617.92351,I,0.001358,0.000011,15.719702,0.008795
2454617.93884,I,0.001350,0.000012,15.726117,0.009651
2454618.59547,I,0.001369,0.000010,15.710943,0.007931
2454618.65244,I,0.001402,0.000009,15.685082,0.006970
2454618.71727,I,0.001385,0.000009,15.698327,0.007055
2454621.68464,I,0.001447,0.000007,15.650780,0.005252
2454622.77721,I,0.001486,0.000010,15.621905,0.007306
2454622.89542,I,0.001508,0.000011,15.605948,0.007920
2454623.60882,I,0.001554,0.000010,15.573324,0.006987
2454623.84918,I,0.001519,0.000010,15.598057,0.007148
2454623.9201,I,0.001525,0.000011,15.593777,0.007832
2454624.56095,I,0.001562,0.000012,15.567749,0.008341
2454624.79281,I,0.001589,0.000009,15.549142,0.006150
2454624.85943,I,0.001583,0.000009,15.553249,0.006173
2454624.92842,I,0.001930,0.000011,15.338058,0.006188
2454625.58716,I,0.001631,0.000011,15.520817,0.007323
2454625.77525,I,0.001623,0.000010,15.526155,0.006690
2454625.86917,I,0.001617,0.000010,15.530176,0.006715
2454626.58456,I,0.001610,0.000010,15.534887,0.006744
2454626.83756,I,0.001602,0.000009,15.540295,0.006100
2454627.54249,I,0.001646,0.000009,15.510877,0.005937
2454627.81103,I,0.001634,0.000009,15.518821,0.005980
2454627.89771,I,0.001667,0.000009,15.497113,0.005862
2454628.57579,I,0.001684,0.000009,15.486096,0.005803
2454628.73956,I,0.001686,0.000009,15.484808,0.005796
2454628.80516,I,0.001680,0.000009,15.488678,0.005816
2454628.86714,I,0.001669,0.000009,15.495811,0.005855
2454629.58901,I,0.001626,0.000010,15.524150,0.006677
2454629.80869,I,0.001634,0.000009,15.518821,0.005980
2454629.89098,I,0.001643,0.000009,15.512858,0.005947
2454630.54247,I,0.001684,0.000011,15.486096,0.007092
2454630.75251,I,0.001663,0.000009,15.499721,0.005876
2454630.83568,I,0.001670,0.000009,15.495160,0.005851
2454630.89868,I,0.001646,0.000011,15.510877,0.007256
2454631.548,I,0.001719,0.000009,15.463762,0.005684
2454631.76383,I,0.001714,0.000009,15.466925,0.005701
2454631.84158,I,0.001727,0.000010,15.458721,0.006287
2454631.91654,I,0.001693,0.000011,15.480309,0.007054
2454632.54532,I,0.001752,0.000011,15.443116,0.006817
2454632.81037,I,0.001788,0.000008,15.421033,0.004858
2454633.55136,I,0.001852,0.000010,15.382849,0.005863
2454633.65322,I,0.001857,0.000010,15.379922,0.005847
2454633.77481,I,0.001864,0.000010,15.375837,0.005825
2454638.73689,I,0.002291,0.000011,15.151889,0.005213
2454638.83456,I,0.002287,0.000011,15.153786,0.005222
2454639.54957,I,0.002318,0.000013,15.139168,0.006089
2454639.65574,I,0.002323,0.000011,15.136829,0.005141
2454639.83513,I,0.002312,0.000013,15.141982,0.006105
2454640.57566,I,0.002493,0.000009,15.060146,0.003920
2454640.70656,I,0.002496,0.000011,15.058840,0.004785
2454640.81385,I,0.002486,0.000011,15.063199,0.004804
2454641.5985,I,0.002482,0.000009,15.064947,0.003937
2454641.75411,I,0.002470,0.000011,15.070209,0.004835
2454642.57423,I,0.002496,0.000011,15.058840,0.004785
2454642.73474,I,0.002473,0.000011,15.068891,0.004829
2454642.81268,I,0.002461,0.000011,15.074173,0.004853
2454643.5344,I,0.002519,0.000012,15.048881,0.005172
2454644.64684,I,0.002464,0.000011,15.072850,0.004847
2454644.80902,I,0.002486,0.000011,15.063199,0.004804
2454644.82616,I,0.002526,0.000009,15.045868,0.003868
2454644.83461,I,0.002461,0.000009,15.074173,0.003971
2454644.83947,I,0.002482,0.000009,15.064947,0.003937
2454644.84238,I,0.002486,0.000009,15.063199,0.003931
2454644.85247,I,0.002500,0.000012,15.057102,0.005212
2454644.86069,I,0.002503,0.000012,15.055799,0.005205
2454644.87501,I,0.002519,0.000012,15.048881,0.005172
2454644.88041,I,0.002498,0.000012,15.057970,0.005216
2454644.89159,I,0.002514,0.000012,15.051038,0.005183
2454644.89777,I,0.002500,0.000012,15.057102,0.005212
2454644.90064,I,0.002480,0.000014,15.065822,0.006129
2454644.90661,I,0.002521,0.000014,15.048019,0.006029
2454645.48646,I,0.002599,0.000012,15.014936,0.005013
2454645.50103,I,0.002594,0.000012,15.017027,0.005023
2454645.51029,I,0.002558,0.000012,15.032200,0.005093
2454645.53687,I,0.002573,0.000014,15.025852,0.005908
2454645.65563,I,0.002568,0.000009,15.027964,0.003805
2454645.75173,I,0.002594,0.000012,15.017027,0.005023
2454645.79045,I,0.002599,0.000012,15.014936,0.005013
2454645.82758,I,0.002601,0.000012,15.014101,0.005009
2454645.89235,I,0.002625,0.000012,15.004128,0.004963
2454646.48812,I,0.002724,0.000010,14.963934,0.003986
2454646.50287,I,0.002724,0.000010,14.963934,0.003986
2454646.83499,I,0.002645,0.000012,14.995887,0.004926
2454646.88846,I,0.002669,0.000012,14.986080,0.004882
2454647.48175,I,0.002604,0.000012,15.012849,0.005003
2454647.4974,I,0.002604,0.000012,15.012849,0.005003
2454647.72224,I,0.002647,0.000012,14.995067,0.004922
2454647.82901,I,0.002650,0.000012,14.993837,0.004917
2454648.52579,I,0.002587,0.000012,15.019960,0.005036
2454648.61525,I,0.002601,0.000012,15.014101,0.005009
2454648.69149,I,0.002606,0.000012,15.012016,0.005000
2454648.84319,I,0.002635,0.000012,15.000000,0.004945
2454649.50595,I,0.002821,0.000013,14.925944,0.005003
2454649.71643,I,0.002777,0.000010,14.943012,0.003910
2454649.83095,I,0.002787,0.000013,14.939109,0.005064
2454650.53745,I,0.002829,0.000010,14.922869,0.003838
2454650.7549,I,0.002855,0.000011,14.912936,0.004183
2454650.83986,I,0.002884,0.000013,14.901963,0.004894
2454651.49767,I,0.002818,0.000013,14.927099,0.005009
2454651.79049,I,0.002873,0.000013,14.906112,0.004913
2454652.48925,I,0.002973,0.000014,14.868964,0.005113
2454652.69183,I,0.002962,0.000011,14.872989,0.004032
2454652.77342,I,0.002973,0.000011,14.868964,0.004017
2454652.82697,I,0.002998,0.000011,14.859872,0.003984
2454653.48568,I,0.003084,0.000014,14.829166,0.004929
2454653.70478,I,0.003130,0.000012,14.813091,0.004163
2454653.77001,I,0.003139,0.000012,14.809973,0.004151
2454654.52102,I,0.003263,0.000012,14.767909,0.003993
2454654.7327,I,0.003302,0.000012,14.755009,0.003946
2454654.80097,I,0.003296,0.000012,14.756984,0.003953
2454655.48549,I,0.003345,0.000012,14.740961,0.003895
2454655.70988,I,0.003339,0.000012,14.742911,0.003902
2454655.77179,I,0.003376,0.000012,14.730945,0.003859
2454656.4875,I,0.003429,0.000013,14.714033,0.004116
2454656.67727,I,0.003420,0.000013,14.716886,0.004127
2454656.79287,I,0.003407,0.000013,14.721021,0.004143
2454657.56205,I,0.003486,0.000013,14.696133,0.004049
2454658.64583,I,0.003614,0.000013,14.656981,0.003906
2454659.57926,I,0.003674,0.000014,14.639104,0.004137
2454660.53524,I,0.003736,0.000014,14.620934,0.004069
2454661.47563,I,0.003948,0.000015,14.561009,0.004125
2454661.67315,I,0.003941,0.000011,14.562935,0.003030
2454661.73774,I,0.003944,0.000011,14.562109,0.003028
2454661.80484,I,0.003959,0.000015,14.557988,0.004114
2454665.64285,I,0.004742,0.000013,14.362048,0.002977
2454666.4871,I,0.004889,0.000018,14.328901,0.003997
2454666.67176,I,0.004943,0.000014,14.316975,0.003075
2454669.59718,I,0.005331,0.000015,14.234930,0.003055
2454670.63318,I,0.005425,0.000015,14.215952,0.003002
2454671.55417,I,0.005850,0.000016,14.134062,0.002970
2454671.76113,I,0.005823,0.000016,14.139085,0.002983
2454672.48889,I,0.005840,0.000016,14.135919,0.002975
2454672.75235,I,0.005954,0.000016,14.114929,0.002918
2454672.79137,I,0.005959,0.000016,14.114018,0.002915
2454674.49334,I,0.006444,0.000018,14.029063,0.003033
2454675.64807,I,0.006613,0.000018,14.000955,0.002955
2454677.47394,I,0.007053,0.000019,13.931017,0.002925
2454677.62033,I,0.007125,0.000020,13.919989,0.003048
2454677.70407,I,0.007178,0.000020,13.911943,0.003025
2454678.67385,I,0.007495,0.000021,13.865022,0.003042
2454679.56669,I,0.008031,0.000022,13.790027,0.002974
2454681.51533,I,0.008725,0.000024,13.700038,0.002987
2454681.61544,I,0.008774,0.000024,13.693957,0.002970
2454682.48639,I,0.009367,0.000026,13.622950,0.003014
2454682.56231,I,0.009281,0.000026,13.632965,0.003042
2454682.73897,I,0.009401,0.000026,13.619016,0.003003
2454683.69179,I,0.010018,0.000028,13.549999,0.003035
2454684.48854,I,0.010270,0.000028,13.523025,0.002960
2454684.75334,I,0.010471,0.000029,13.501981,0.003007
2454685.53072,I,0.010784,0.000030,13.470002,0.003020
2454686.48601,I,0.011492,0.000032,13.400963,0.003023
2454687.51197,I,0.011705,0.000032,13.381023,0.002968
2454687.72535,I,0.011770,0.000033,13.375010,0.003044
2454688.48262,I,0.012011,0.000033,13.353004,0.002983
2454688.6726,I,0.012055,0.000033,13.349034,0.002972
2454688.73428,I,0.012122,0.000033,13.343016,0.002956
2454693.52707,I,0.014520,0.000040,13.147035,0.002991
2454694.52551,I,0.015688,0.000043,13.063033,0.002976
2454697.48621,I,0.018348,0.000051,12.892980,0.003018
2454698.48676,I,0.020062,0.000055,12.796016,0.002977
2454699.48565,I,0.021517,0.000059,12.719997,0.002977
2454700.49398,I,0.024120,0.000067,12.596008,0.003016
2454701.48931,I,0.027490,0.000076,12.454015,0.003002
2454702.48771,I,0.030675,0.000085,12.334990,0.003009
2454703.59562,I,0.034354,0.000095,12.212008,0.003002
2454704.60285,I,0.038298,0.000106,12.094011,0.003005
2454705.49158,I,0.043369,0.000120,11.959003,0.003004
2454708.52424,I,0.056857,0.000157,11.664992,0.002998
2454709.50029,I,0.062861,0.000174,11.555998,0.003005
2454750.58588,I,0.153738,0.002832,10.584998,0.020000
2454756.5017,I,0.108938,0.006622,10.959003,0.065999
2454765.50339,I,0.079283,0.000730,11.304001,0.009997
2454768.50488,I,0.074952,0.000207,11.364993,0.002999
2454867.87886,I,0.007271,0.000020,13.897966,0.002986
2454870.88785,I,0.007237,0.000020,13.903055,0.003001
2454872.89017,I,0.007345,0.000020,13.886972,0.002956
2454876.85159,I,0.007311,0.000020,13.892010,0.002970
2454884.83465,I,0.007413,0.000020,13.876967,0.002929
2454886.88534,I,0.007379,0.000020,13.881958,0.002943
2454890.86752,I,0.007211,0.000020,13.906963,0.003011
2454896.85517,I,0.007304,0.000020,13.893050,0.002973
2454899.82665,I,0.007251,0.000020,13.900957,0.002995
2454900.80637,I,0.007244,0.000020,13.902005,0.002998
2454901.8665,I,0.007217,0.000020,13.906060,0.003009
2454902.86488,I,0.007257,0.000020,13.900059,0.002992
2454904.78929,I,0.007178,0.000020,13.911943,0.003025
2454905.89308,I,0.007211,0.000020,13.906963,0.003011
2454910.79514,I,0.007014,0.000019,13.937037,0.002941
2454911.76577,I,0.006944,0.000019,13.947927,0.002971
2454912.76258,I,0.006874,0.000019,13.958928,0.003001
2454914.76556,I,0.006848,0.000019,13.963042,0.003012
2454918.76244,I,0.006773,0.000019,13.974999,0.003046
2454924.7245,I,0.006601,0.000018,14.002927,0.002961
2454925.7738,I,0.006528,0.000018,14.015001,0.002994
2454925.88983,I,0.006480,0.000018,14.023014,0.003016
2454926.73762,I,0.006516,0.000018,14.016999,0.002999
2454927.82514,I,0.006516,0.000018,14.016999,0.002999
2454928.71884,I,0.006492,0.000018,14.021005,0.003010
2454929.71874,I,0.006468,0.000018,14.025027,0.003022
2454929.89931,I,0.006368,0.000018,14.041944,0.003069
2454930.77675,I,0.006374,0.000018,14.040921,0.003066
2454930.81384,I,0.006456,0.000018,14.027043,0.003027
2454931.69868,I,0.006510,0.000018,14.017999,0.003002
2454931.82104,I,0.006303,0.000017,14.053083,0.002928
2454932.77631,I,0.006298,0.000017,14.053945,0.002931
2454933.69642,I,0.006303,0.000017,14.053083,0.002928
2454933.82459,I,0.006263,0.000017,14.059996,0.002947
2454934.70957,I,0.006303,0.000017,14.053083,0.002928
2454934.78366,I,0.006303,0.000017,14.053083,0.002928
2454934.79998,I,0.006240,0.000017,14.063990,0.002958
2454938.70452,I,0.006240,0.000017,14.063990,0.002958
2454938.80443,I,0.006292,0.000017,14.054980,0.002933
2454939.73011,I,0.006333,0.000017,14.047928,0.002914
2454939.82503,I,0.006286,0.000017,14.056016,0.002936
2454940.7276,I,0.006183,0.000017,14.073953,0.002985
2454941.70229,I,0.006188,0.000017,14.073076,0.002983
2454941.82936,I,0.006269,0.000017,14.058956,0.002944
2454942.68182,I,0.006228,0.000017,14.066080,0.002964
2454942.8547,I,0.006126,0.000017,14.084009,0.003013
2454943.69416,I,0.006098,0.000017,14.088983,0.003027
2454943.76024,I,0.006177,0.000017,14.075008,0.002988
2454944.69953,I,0.006087,0.000017,14.090943,0.003032
2454944.77471,I,0.006104,0.000017,14.087915,0.003024
2454945.69628,I,0.006143,0.000017,14.081000,0.003005
2454945.85154,I,0.006115,0.000017,14.085960,0.003018
2454946.75637,I,0.006154,0.000017,14.079058,0.002999
2454947.84036,I,0.006126,0.000017,14.084009,0.003013
2454948.86356,I,0.006132,0.000017,14.082946,0.003010
2454949.65899,I,0.006126,0.000017,14.084009,0.003013
2454950.69999,I,0.006149,0.000017,14.079940,0.003002
2454951.70715,I,0.006149,0.000017,14.079940,0.003002
2454952.80451,I,0.006166,0.000017,14.076943,0.002993
2454953.66332,I,0.006143,0.000017,14.081000,0.003005
2454953.76903,I,0.006143,0.000017,14.081000,0.003005
2454954.68344,I,0.006126,0.000017,14.084009,0.003013
2454954.78892,I,0.006154,0.000017,14.079058,0.002999
2454955.68738,I,0.006160,0.000017,14.078000,0.002996
